"sampleID","domainID","siteID","collectDate","estimatedTotalCount","acceptedTaxonID","phylum","subphylum","class","subclass","order","family","subfamily","tribe","genus","scientificName","taxonRank","eventID","date","year","habitatType","samplerType","benthicArea","inv_dens","inv_dens_unit","organism_aggr","tolerance","FFG","FFG2","mean.DO","median.DO","mean.DOsat","median.DOsat","mean.pH","median.pH","mean.turb","median.turb","mean.wTemp","median.wTemp"
"COMO.20180807.SURBER.4","D13","COMO",2018-08-07 15:52:00,3,"ZAPORE","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Nemouridae","Nemourinae",NA,"Zapada","Zapada oregonensis gr.","speciesGroup","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,2,"sh",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.2","D13","COMO",2018-08-07 15:52:00,4,"PERSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Perlodidae",NA,NA,NA,"Perlodidae sp.","family","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter",NA,2,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.1","D13","COMO",2018-08-07 15:52:00,8,"POLSP13","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Polypedilum","Polypedilum sp.","genus","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,32,"count per square meter","midges",6,"sh","om",7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.1","D13","COMO",2018-08-07 15:52:00,133,"MICSP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Micropsectra","Micropsectra sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,1430.10752688172,"count per square meter",NA,7,"cf",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.2","D13","COMO",2018-08-07 15:52:00,4,"ORTSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,NA,"Orthocladiinae sp.","subfamily","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter","midges",6,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.3","D13","COMO",2018-08-07 15:52:00,8,"CHESP17","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Empididae","Hemerodromiinae","Hemerodromiini","Chelifera/Metachela","Chelifera/Metachela sp.","speciesGroup","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,86.0215053763441,"count per square meter",NA,6,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.2","D13","COMO",2018-08-07 15:52:00,8,"SWESP","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Chloroperlidae","Chloroperlinae",NA,"Sweltsa","Sweltsa sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,86.0215053763441,"count per square meter","Sweltsa",0,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.2","D13","COMO",2018-08-07 15:52:00,16,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,64,"count per square meter","segmented_worms",8,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.2","D13","COMO",2018-08-07 15:52:00,16,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,64,"count per square meter","segmented_worms",10,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.2","D13","COMO",2018-08-07 15:52:00,16,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,64,"count per square meter","segmented_worms",10,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.1","D13","COMO",2018-08-07 15:52:00,4,"BILALG","Arthropoda","Hexapoda","Insecta",NA,"Diptera","Chironomidae","Tanypodinae","Pentaneurini","Bilyjomyia","Bilyjomyia algens","species","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter",NA,NA,NA,NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.1","D13","COMO",2018-08-07 15:52:00,4,"PERSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Perlodidae",NA,NA,NA,"Perlodidae sp.","family","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter",NA,2,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.2","D13","COMO",2018-08-07 15:52:00,28,"BILALG","Arthropoda","Hexapoda","Insecta",NA,"Diptera","Chironomidae","Tanypodinae","Pentaneurini","Bilyjomyia","Bilyjomyia algens","species","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,112,"count per square meter",NA,NA,NA,NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.1","D13","COMO",2018-08-07 15:52:00,4,"AGASP3","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Dytiscidae","Agabinae","Agabini","Agabus","Agabus sp.","genus","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter",NA,8,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.1","D13","COMO",2018-08-07 15:52:00,8,"BILALG","Arthropoda","Hexapoda","Insecta",NA,"Diptera","Chironomidae","Tanypodinae","Pentaneurini","Bilyjomyia","Bilyjomyia algens","species","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,32,"count per square meter",NA,NA,NA,NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.5","D13","COMO",2018-08-07 15:52:00,32,"RHESP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Rheocricotopus","Rheocricotopus sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,344.086021505376,"count per square meter",NA,6,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.3","D13","COMO",2018-08-07 15:52:00,8,"POLSP13","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Polypedilum","Polypedilum sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,86.0215053763441,"count per square meter","midges",6,"sh","om",7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.1","D13","COMO",2018-08-07 15:52:00,4,"HETMAR","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Heterotrissocladius","Heterotrissocladius marcidus gr.","speciesGroup","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter",NA,4,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.5","D13","COMO",2018-08-07 15:52:00,4,"COLSP1","Arthropoda","Hexapoda","Collembola",NA,"Collembola",NA,NA,NA,NA,"Collembola sp.","order","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,5,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.1","D13","COMO",2018-08-07 15:52:00,5,"ZAVSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Zavrelimyia","Zavrelimyia sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,53.7634408602151,"count per square meter","midges",8,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.1","D13","COMO",2018-08-07 15:52:00,5,"LEUSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Leuctridae",NA,NA,NA,"Leuctridae sp.","family","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,53.7634408602151,"count per square meter",NA,0,"sh",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.2","D13","COMO",2018-08-07 15:52:00,8,"NEMSP","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,"Nematoda sp.","phylum","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,86.0215053763441,"count per square meter",NA,5,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.1","D13","COMO",2018-08-07 15:52:00,59,"CRISP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Cricotopus/Orthocladius","Cricotopus/Orthocladius sp.","speciesGroup","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,634.408602150538,"count per square meter",NA,6,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.3","D13","COMO",2018-08-07 15:52:00,4,"SIPSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Siphlonuridae",NA,NA,NA,"Siphlonuridae sp.","family","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter",NA,7,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.4","D13","COMO",2018-08-07 15:52:00,6,"NAISP1","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Tanaidacea","Pseudotanaidae",NA,NA,"Nais","Nais sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,64.5161290322581,"count per square meter",NA,NA,NA,NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.2","D13","COMO",2018-08-07 15:52:00,8,"EUKDEV","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Eukiefferiella","Eukiefferiella devonica gr.","speciesGroup","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,86.0215053763441,"count per square meter",NA,4,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.3","D13","COMO",2018-08-07 15:52:00,8,"LEBSP1","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Lebertiidae",NA,NA,"Lebertia","Lebertia sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,86.0215053763441,"count per square meter","Lebertia",8,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.4","D13","COMO",2018-08-07 15:52:00,3,"MICSP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Micropsectra","Micropsectra sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,7,"cf",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.4","D13","COMO",2018-08-07 15:52:00,3,"MACSP10","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Macropelopiini",NA,"Macropelopiini sp.","tribe","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,7,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.1","D13","COMO",2018-08-07 15:52:00,4,"ZAVSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Zavrelimyia","Zavrelimyia sp.","genus","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter","midges",8,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.3","D13","COMO",2018-08-07 15:52:00,56,"MICSP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Micropsectra","Micropsectra sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,602.150537634409,"count per square meter",NA,7,"cf",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.3","D13","COMO",2018-08-07 15:52:00,24,"ZAVSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Zavrelimyia","Zavrelimyia sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,258.064516129032,"count per square meter","midges",8,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.3","D13","COMO",2018-08-07 15:52:00,64,"POLSP13","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Polypedilum","Polypedilum sp.","genus","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,256,"count per square meter","midges",6,"sh","om",7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.3","D13","COMO",2018-08-07 15:52:00,276,"MICSP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Micropsectra","Micropsectra sp.","genus","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,1104,"count per square meter",NA,7,"cf",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.4","D13","COMO",2018-08-07 15:52:00,29,"NEMSP5","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Nemouridae",NA,NA,NA,"Nemouridae sp.","family","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,311.827956989247,"count per square meter",NA,2,"sh",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.1","D13","COMO",2018-08-07 15:52:00,5,"LEUSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Leuctridae",NA,NA,NA,"Leuctridae sp.","family","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,53.7634408602151,"count per square meter",NA,0,"sh",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.2","D13","COMO",2018-08-07 15:52:00,8,"ZAPCIN","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Nemouridae","Nemourinae",NA,"Zapada","Zapada cinctipes","species","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,86.0215053763441,"count per square meter",NA,2,"sh",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.2","D13","COMO",2018-08-07 15:52:00,376,"MICSP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Micropsectra","Micropsectra sp.","genus","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,1504,"count per square meter",NA,7,"cf",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.2","D13","COMO",2018-08-07 15:52:00,16,"STESP10","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Stempellinella","Stempellinella sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,172.043010752688,"count per square meter",NA,4,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.3","D13","COMO",2018-08-07 15:52:00,8,"HETMAR","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Heterotrissocladius","Heterotrissocladius marcidus gr.","speciesGroup","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,32,"count per square meter",NA,4,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.2","D13","COMO",2018-08-07 15:52:00,4,"PISSP4","Mollusca",NA,"Bivalvia","Heterodonta","Veneroida","Pisidiidae",NA,NA,"Pisidium","Pisidium sp.","genus","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter",NA,6,"cf",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.1","D13","COMO",2018-08-07 15:52:00,5,"RHYBRU","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Rhyacophilidae",NA,NA,"Rhyacophila","Rhyacophila brunnea/vemna gr.","speciesGroup","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,53.7634408602151,"count per square meter",NA,1,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.2","D13","COMO",2018-08-07 15:52:00,12,"NEMSP","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,"Nematoda sp.","phylum","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,48,"count per square meter",NA,5,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.2","D13","COMO",2018-08-07 15:52:00,24,"CHISP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini",NA,"Chironomini sp.","tribe","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,258.064516129032,"count per square meter","midges",6,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.5","D13","COMO",2018-08-07 15:52:00,4,"ZAPORE","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Nemouridae","Nemourinae",NA,"Zapada","Zapada oregonensis gr.","speciesGroup","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,2,"sh",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.1","D13","COMO",2018-08-07 15:52:00,16,"TVEBAV","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Tvetenia","Tvetenia bavarica gr.","speciesGroup","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,172.043010752688,"count per square meter",NA,4,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.3","D13","COMO",2018-08-07 15:52:00,144,"MICSP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Micropsectra","Micropsectra sp.","genus","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,576,"count per square meter",NA,7,"cf",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.2","D13","COMO",2018-08-07 15:52:00,4,"SIPSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Siphlonuridae",NA,NA,NA,"Siphlonuridae sp.","family","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter",NA,7,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.5","D13","COMO",2018-08-07 15:52:00,4,"SWESP","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Chloroperlidae","Chloroperlinae",NA,"Sweltsa","Sweltsa sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,43.010752688172,"count per square meter","Sweltsa",0,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.1","D13","COMO",2018-08-07 15:52:00,4,"SIPSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Siphlonuridae",NA,NA,NA,"Siphlonuridae sp.","family","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter",NA,7,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.5","D13","COMO",2018-08-07 15:52:00,4,"EUKCOE","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Eukiefferiella","Eukiefferiella coerulescens gr.","speciesGroup","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,4,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.3","D13","COMO",2018-08-07 15:52:00,4,"MICSP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Micropsectra","Micropsectra sp.","genus","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter",NA,7,"cf",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.4","D13","COMO",2018-08-07 15:52:00,3,"EMPSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Empididae",NA,NA,NA,"Empididae sp.","family","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,6,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.5","D13","COMO",2018-08-07 15:52:00,12,"FELSP1","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Feltriidae",NA,NA,"Feltria","Feltria sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,129.032258064516,"count per square meter",NA,5,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.1","D13","COMO",2018-08-07 15:52:00,11,"PERSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Perlodidae",NA,NA,NA,"Perlodidae sp.","family","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,118.279569892473,"count per square meter",NA,2,"prd",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.4","D13","COMO",2018-08-07 15:52:00,6,"POLSP17","Platyhelminthes","Rhabditophora","Trepaxonemata",NA,"Neoophora","Planariidae",NA,NA,"Polycelis","Polycelis sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,64.5161290322581,"count per square meter",NA,1,"cg","om",7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.2","D13","COMO",2018-08-07 15:52:00,4,"LIMSP5","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Limnephilidae",NA,NA,NA,"Limnephilidae sp.","family","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter",NA,4,"sh","cg",7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.KICKNET.2","D13","COMO",2018-08-07 15:52:00,4,"ORTSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Orthocladius","Orthocladius sp.","genus","COMO.20180807",2018-08-07,2018,"run","modifiedKicknet",0.25,16,"count per square meter","midges",6,"cg",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
"COMO.20180807.SURBER.3","D13","COMO",2018-08-07 15:52:00,8,"MICSP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Micropsectra","Micropsectra sp.","genus","COMO.20180807",2018-08-07,2018,"riffle","surber",0.093,86.0215053763441,"count per square meter",NA,7,"cf",NA,7.95547916666667,7.91,69.2401111111111,69.13,7.00821527777778,7,-0.987152777777778,-1.08,9.18497222222222,9.445
