"sampleID","domainID","siteID","collectDate","estimatedTotalCount","acceptedTaxonID","phylum","subphylum","class","subclass","order","family","subfamily","tribe","genus","scientificName","taxonRank","eventID","date","year","habitatType","samplerType","benthicArea","inv_dens","inv_dens_unit","organism_aggr","tolerance","FFG","FFG2","mon.precip"
"SYCA.20190207.CORE.2","D14","SYCA",2019-02-07 18:11:00,39,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,6500,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.2","D14","SYCA",2019-02-07 18:11:00,39,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,6500,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.2","D14","SYCA",2019-02-07 18:11:00,39,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,6500,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.3","D14","SYCA",2019-02-07 18:11:00,1,"NEMSP","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,"Nematoda sp.","phylum","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter",NA,5,"cg",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,5,"TANSP11","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","Tanytarsus sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,53.7634408602151,"count per square meter",NA,6,"cf",NA,63.746
"SYCA.20190207.SURBER.7","D14","SYCA",2019-02-07 18:11:00,3,"ZAVSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Zavrelimyia","Zavrelimyia sp.","genus","SYCA.20190207",2019-02-07,2019,"riffle","surber",0.093,32.258064516129,"count per square meter","midges",8,"prd",NA,63.746
"SYCA.20190207.SURBER.7","D14","SYCA",2019-02-07 18:11:00,1,"DIXSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Dixidae",NA,NA,"Dixella","Dixella sp.","genus","SYCA.20190207",2019-02-07,2019,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,2,"cg","sh",63.746
"SYCA.20190207.CORE.8","D14","SYCA",2019-02-07 18:11:00,32,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,5333.33333333333,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.8","D14","SYCA",2019-02-07 18:11:00,32,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,5333.33333333333,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.8","D14","SYCA",2019-02-07 18:11:00,32,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,5333.33333333333,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.4","D14","SYCA",2019-02-07 18:11:00,4,"PROSP23","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Procladiini","Procladius","Procladius sp.","genus","SYCA.20190207",2019-02-07,2019,"run","core",0.006,666.666666666667,"count per square meter","midges",9,"prd","cg",63.746
"SYCA.20190207.CORE.8","D14","SYCA",2019-02-07 18:11:00,1,"PROSP23","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Procladiini","Procladius","Procladius sp.","genus","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter","midges",9,"prd","cg",63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,1,"LIMSP32","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Limnesiidae",NA,NA,"Limnesia","Limnesia sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter",NA,5,"prd",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,1,"CORSP19","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Corynoneura","Corynoneura sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter","midges",4,"cg",NA,63.746
"SYCA.20190207.CORE.4","D14","SYCA",2019-02-07 18:11:00,2,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,333.333333333333,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.4","D14","SYCA",2019-02-07 18:11:00,2,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,333.333333333333,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.4","D14","SYCA",2019-02-07 18:11:00,2,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,333.333333333333,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,4,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,43.010752688172,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,4,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,43.010752688172,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,4,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,43.010752688172,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.8","D14","SYCA",2019-02-07 18:11:00,1,"HYDSP26","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Hydrobaenus","Hydrobaenus sp.","genus","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter",NA,8,"cg",NA,63.746
"SYCA.20190207.CORE.4","D14","SYCA",2019-02-07 18:11:00,21,"COLSP1","Arthropoda","Hexapoda","Collembola",NA,"Collembola",NA,NA,NA,NA,"Collembola sp.","order","SYCA.20190207",2019-02-07,2019,"run","core",0.006,3500,"count per square meter",NA,5,"cg",NA,63.746
"SYCA.20190207.SURBER.6","D14","SYCA",2019-02-07 18:11:00,3,"CORSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Hemiptera","Corixidae",NA,NA,NA,"Corixidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,32.258064516129,"count per square meter",NA,5,"prd",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,2,"PROSP23","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Procladiini","Procladius","Procladius sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,21.505376344086,"count per square meter","midges",9,"prd","cg",63.746
"SYCA.20190207.SURBER.3","D14","SYCA",2019-02-07 18:11:00,2,"PROSP23","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Procladiini","Procladius","Procladius sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,21.505376344086,"count per square meter","midges",9,"prd","cg",63.746
"SYCA.20190207.CORE.8","D14","SYCA",2019-02-07 18:11:00,1,"LUMSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida",NA,NA,NA,NA,"Lumbricina sp.","suborder","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter","segmented_worms",6,"cg",NA,63.746
"SYCA.20190207.CORE.8","D14","SYCA",2019-02-07 18:11:00,1,"LUMSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida",NA,NA,NA,NA,"Lumbricina sp.","suborder","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter","segmented_worms",6,"cg",NA,63.746
"SYCA.20190207.SURBER.6","D14","SYCA",2019-02-07 18:11:00,2,"EURSP5","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Euryhapsis","Euryhapsis sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,21.505376344086,"count per square meter",NA,6,NA,NA,63.746
"SYCA.20190207.SURBER.6","D14","SYCA",2019-02-07 18:11:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.6","D14","SYCA",2019-02-07 18:11:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.6","D14","SYCA",2019-02-07 18:11:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.3","D14","SYCA",2019-02-07 18:11:00,3,"APESP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Apedilum","Apedilum sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,32.258064516129,"count per square meter",NA,6,"cg",NA,63.746
"SYCA.20190207.SURBER.3","D14","SYCA",2019-02-07 18:11:00,1,"CRISP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Cricotopus/Orthocladius","Cricotopus/Orthocladius sp.","speciesGroup","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter",NA,6,"cg",NA,63.746
"SYCA.20190207.CORE.4","D14","SYCA",2019-02-07 18:11:00,1,"PROSP23","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Procladiini","Procladius","Procladius sp.","genus","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter","midges",9,"prd","cg",63.746
"SYCA.20190207.SURBER.7","D14","SYCA",2019-02-07 18:11:00,3,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"riffle","surber",0.093,32.258064516129,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.7","D14","SYCA",2019-02-07 18:11:00,3,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"riffle","surber",0.093,32.258064516129,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.7","D14","SYCA",2019-02-07 18:11:00,3,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"riffle","surber",0.093,32.258064516129,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,3,"PSESP19","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Psectrocladius","Psectrocladius sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,32.258064516129,"count per square meter",NA,8,"cg",NA,63.746
"SYCA.20190207.SURBER.7","D14","SYCA",2019-02-07 18:11:00,1,"DIXSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Dixidae",NA,NA,"Dixella","Dixella sp.","genus","SYCA.20190207",2019-02-07,2019,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,2,"cg","sh",63.746
"SYCA.20190207.CORE.8","D14","SYCA",2019-02-07 18:11:00,1,"ALOSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Coelotanypodini","Alotanypus","Alotanypus sp.","genus","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter",NA,9,"prd",NA,63.746
"SYCA.20190207.SURBER.7","D14","SYCA",2019-02-07 18:11:00,1,"PSYSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Psychodidae",NA,NA,NA,"Psychodidae sp.","family","SYCA.20190207",2019-02-07,2019,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,10,"cg",NA,63.746
"SYCA.20190207.SURBER.3","D14","SYCA",2019-02-07 18:11:00,22,"COLSP1","Arthropoda","Hexapoda","Collembola",NA,"Collembola",NA,NA,NA,NA,"Collembola sp.","order","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,236.559139784946,"count per square meter",NA,5,"cg",NA,63.746
"SYCA.20190207.CORE.8","D14","SYCA",2019-02-07 18:11:00,1,"PSESP17","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Pseudosmittia","Pseudosmittia sp.","genus","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter",NA,6,"cg",NA,63.746
"SYCA.20190207.SURBER.3","D14","SYCA",2019-02-07 18:11:00,1,"PSESP19","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Psectrocladius","Psectrocladius sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter",NA,8,"cg",NA,63.746
"SYCA.20190207.SURBER.3","D14","SYCA",2019-02-07 18:11:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.3","D14","SYCA",2019-02-07 18:11:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.3","D14","SYCA",2019-02-07 18:11:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.6","D14","SYCA",2019-02-07 18:11:00,1,"NEMSP","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,"Nematoda sp.","phylum","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter",NA,5,"cg",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,1,"DIXSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Dixidae",NA,NA,"Dixella","Dixella sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter",NA,2,"cg","sh",63.746
"SYCA.20190207.CORE.4","D14","SYCA",2019-02-07 18:11:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.4","D14","SYCA",2019-02-07 18:11:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.4","D14","SYCA",2019-02-07 18:11:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.7","D14","SYCA",2019-02-07 18:11:00,9,"COLSP1","Arthropoda","Hexapoda","Collembola",NA,"Collembola",NA,NA,NA,NA,"Collembola sp.","order","SYCA.20190207",2019-02-07,2019,"riffle","surber",0.093,96.7741935483871,"count per square meter",NA,5,"cg",NA,63.746
"SYCA.20190207.SURBER.1","D14","SYCA",2019-02-07 18:11:00,4,"COLSP1","Arthropoda","Hexapoda","Collembola",NA,"Collembola",NA,NA,NA,NA,"Collembola sp.","order","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,43.010752688172,"count per square meter",NA,5,"cg",NA,63.746
"SYCA.20190207.SURBER.6","D14","SYCA",2019-02-07 18:11:00,1,"ALOSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Coelotanypodini","Alotanypus","Alotanypus sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter",NA,9,"prd",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,1,"ZAVSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Zavrelimyia","Zavrelimyia sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter","midges",8,"prd",NA,63.746
"SYCA.20190207.CORE.2","D14","SYCA",2019-02-07 18:11:00,1,"NEMSP","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,"Nematoda sp.","phylum","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter",NA,5,"cg",NA,63.746
"SYCA.20190207.SURBER.6","D14","SYCA",2019-02-07 18:11:00,1,"TANSP11","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","Tanytarsus sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter",NA,6,"cf",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,6,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,64.5161290322581,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,6,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,64.5161290322581,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,6,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,64.5161290322581,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.2","D14","SYCA",2019-02-07 18:11:00,2,"GYMSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Gymnometriocnemus","Gymnometriocnemus sp.","genus","SYCA.20190207",2019-02-07,2019,"run","core",0.006,333.333333333333,"count per square meter",NA,4,"cg",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,1,"NEMSP","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,"Nematoda sp.","phylum","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter",NA,5,"cg",NA,63.746
"SYCA.20190207.SURBER.1","D14","SYCA",2019-02-07 18:11:00,1,"PARSP25","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Parakiefferiella","Parakiefferiella sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter","midges",4,"cg",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,2,"PSESP19","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Psectrocladius","Psectrocladius sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,21.505376344086,"count per square meter",NA,8,"cg",NA,63.746
"SYCA.20190207.CORE.4","D14","SYCA",2019-02-07 18:11:00,1,"KRESP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Krenosmittia","Krenosmittia sp.","genus","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter",NA,1,"cg",NA,63.746
"SYCA.20190207.SURBER.6","D14","SYCA",2019-02-07 18:11:00,1,"CORSP19","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Corynoneura","Corynoneura sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter","midges",4,"cg",NA,63.746
"SYCA.20190207.CORE.2","D14","SYCA",2019-02-07 18:11:00,1,"CORSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Hemiptera","Corixidae",NA,NA,NA,"Corixidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter",NA,5,"prd",NA,63.746
"SYCA.20190207.CORE.2","D14","SYCA",2019-02-07 18:11:00,1,"CORSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Hemiptera","Corixidae",NA,NA,NA,"Corixidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter",NA,5,"prd",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,1,"DASSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Dasyheleinae",NA,"Dasyhelea","Dasyhelea sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter","Dasyhelea",6,"cg","scr",63.746
"SYCA.20190207.CORE.8","D14","SYCA",2019-02-07 18:11:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.8","D14","SYCA",2019-02-07 18:11:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.8","D14","SYCA",2019-02-07 18:11:00,1,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,166.666666666667,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.7","D14","SYCA",2019-02-07 18:11:00,2,"EURSP5","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Euryhapsis","Euryhapsis sp.","genus","SYCA.20190207",2019-02-07,2019,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,6,NA,NA,63.746
"SYCA.20190207.CORE.2","D14","SYCA",2019-02-07 18:11:00,6,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,1000,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.2","D14","SYCA",2019-02-07 18:11:00,6,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,1000,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.CORE.2","D14","SYCA",2019-02-07 18:11:00,6,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,1000,"count per square meter","segmented_worms",10,"cg",NA,63.746
"SYCA.20190207.SURBER.5","D14","SYCA",2019-02-07 18:11:00,1,"GYMSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Gymnometriocnemus","Gymnometriocnemus sp.","genus","SYCA.20190207",2019-02-07,2019,"run","surber",0.093,10.752688172043,"count per square meter",NA,4,"cg",NA,63.746
"SYCA.20190207.CORE.8","D14","SYCA",2019-02-07 18:11:00,69,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","SYCA.20190207",2019-02-07,2019,"run","core",0.006,11500,"count per square meter","segmented_worms",10,"cg",NA,63.746
