"sampleID","domainID","siteID","collectDate","estimatedTotalCount","acceptedTaxonID","phylum","subphylum","class","subclass","order","family","subfamily","tribe","genus","scientificName","taxonRank","eventID","date","year","habitatType","samplerType","benthicArea","inv_dens","inv_dens_unit","organism_aggr","tolerance","FFG","FFG2","mon.precip"
"BARC.20160711.PONAR.2","D03","BARC",2016-07-11 16:40:00,2,"PSESP18","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Pseudochironomini","Pseudochironomus","Pseudochironomus sp.","genus","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter","midges",5,"cg",NA,0
"BARC.20160711.SWEEP.5","D03","BARC",2016-07-11 16:40:00,1,"PARSP30","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Parachironomus","Parachironomus sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter","midges",10,"prd","cg",0
"BARC.20160711.SWEEP.5","D03","BARC",2016-07-11 16:40:00,1,"LABSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Labrundinia","Labrundinia sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,6,"prd",NA,0
"BARC.20160711.SWEEP.5","D03","BARC",2016-07-11 16:40:00,1,"BEZSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Ceratopogoninae","Palpomyiini","Bezzia/Palpomyia","Bezzia/Palpomyia sp.","speciesGroup","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter","Bezzia",6,"prd",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,1,"ORISP1","Arthropoda","Chelicerata","Arachnida","Acari","Sarcoptiformes",NA,NA,NA,NA,"Oribatida sp.","suborder","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,6,"prd",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,1,"THIGRO","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Thienemannimyia","Thienemannimyia gr.","speciesGroup","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,6,"prd",NA,0
"BARC.20160711.SWEEP.9","D03","BARC",2016-07-11 16:40:00,1,"LABSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Labrundinia","Labrundinia sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,6,"prd",NA,0
"BARC.20160711.PONAR.3","D03","BARC",2016-07-11 16:40:00,10,"LARSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Larsia","Larsia sp.","genus","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,434.782608695652,"count per square meter",NA,6,"prd",NA,0
"BARC.20160711.SWEEP.5","D03","BARC",2016-07-11 16:40:00,2,"OXYSP","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydroptilidae","Hydroptilinae","Hydroptilini","Oxyethira","Oxyethira sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,6.55737704918033,"count per square meter",NA,3,"cg",NA,0
"BARC.20160711.PONAR.2","D03","BARC",2016-07-11 16:40:00,8,"PROSP23","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Procladiini","Procladius","Procladius sp.","genus","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,347.826086956522,"count per square meter","midges",9,"prd","cg",0
"BARC.20160711.SWEEP.1","D03","BARC",2016-07-11 16:40:00,1,"CALSP14","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,"Callibaetis","Callibaetis sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,7,"cg",NA,0
"BARC.20160711.PONAR.3","D03","BARC",2016-07-11 16:40:00,2,"UNISP4","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Unionicolidae",NA,NA,"Unionicola","Unionicola sp.","genus","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter",NA,NA,NA,NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,1,"COESP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Coenagrionidae",NA,NA,NA,"Coenagrionidae sp.","family","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,8,"prd",NA,0
"BARC.20160711.SWEEP.9","D03","BARC",2016-07-11 16:40:00,1,"PSESP18","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Pseudochironomini","Pseudochironomus","Pseudochironomus sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter","midges",5,"cg",NA,0
"BARC.20160711.SWEEP.1","D03","BARC",2016-07-11 16:40:00,1,"ZAVMAR","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Zavreliella","Zavreliella marmorata","species","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,6,NA,NA,0
"BARC.20161108.PONAR.1","D03","BARC",2016-11-08 14:28:00,14,"TANSP11","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","Tanytarsus sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,608.695652173913,"count per square meter",NA,6,"cf",NA,66.86
"BARC.20161108.BENTHICSWEEP.6","D03","BARC",2016-11-08 14:28:00,217,"NEMSP","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,"Nematoda sp.","phylum","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,711.475409836066,"count per square meter",NA,5,"cg",NA,66.86
"BARC.20161108.PONAR.2","D03","BARC",2016-11-08 14:28:00,1,"BEZSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Ceratopogoninae","Palpomyiini","Bezzia/Palpomyia","Bezzia/Palpomyia sp.","speciesGroup","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter","Bezzia",6,"prd",NA,66.86
"BARC.20161108.PONAR.2","D03","BARC",2016-11-08 14:28:00,3,"PSESP18","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Pseudochironomini","Pseudochironomus","Pseudochironomus sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,130.434782608696,"count per square meter","midges",5,"cg",NA,66.86
"BARC.20161108.PONAR.2","D03","BARC",2016-11-08 14:28:00,1,"CLASP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Cladotanytarsus","Cladotanytarsus sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter",NA,5,"cf",NA,66.86
"BARC.20161108.BENTHICSWEEP.10","D03","BARC",2016-11-08 14:28:00,5,"CLASP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Cladotanytarsus","Cladotanytarsus sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,16.3934426229508,"count per square meter",NA,5,"cf",NA,66.86
"BARC.20161108.PONAR.1","D03","BARC",2016-11-08 14:28:00,1,"OXYSP","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydroptilidae","Hydroptilinae","Hydroptilini","Oxyethira","Oxyethira sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter",NA,3,"cg",NA,66.86
"BARC.20161108.BENTHICSWEEP.2","D03","BARC",2016-11-08 14:28:00,2,"DASSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Dasyheleinae",NA,"Dasyhelea","Dasyhelea sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,6.55737704918033,"count per square meter","Dasyhelea",6,"cg","scr",66.86
"BARC.20161108.BENTHICSWEEP.4","D03","BARC",2016-11-08 14:28:00,3,"EPHSP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera",NA,NA,NA,NA,"Ephemeroptera sp.","order","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,9.83606557377049,"count per square meter",NA,NA,NA,NA,66.86
"BARC.20161108.BENTHICSWEEP.10","D03","BARC",2016-11-08 14:28:00,140,"CAESP5","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Caenidae","Caeninae",NA,"Caenis","Caenis sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,459.016393442623,"count per square meter",NA,6,"cg",NA,66.86
"BARC.20161108.BENTHICSWEEP.8","D03","BARC",2016-11-08 14:28:00,3,"LIMSP32","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Limnesiidae",NA,NA,"Limnesia","Limnesia sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,9.83606557377049,"count per square meter",NA,5,"prd",NA,66.86
"BARC.20161108.BENTHICSWEEP.4","D03","BARC",2016-11-08 14:28:00,37,"CRISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Cricotopus","Cricotopus sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,121.311475409836,"count per square meter",NA,7,"sh",NA,66.86
"BARC.20161108.BENTHICSWEEP.6","D03","BARC",2016-11-08 14:28:00,3,"ZAVMAR","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Zavreliella","Zavreliella marmorata","species","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,9.83606557377049,"count per square meter",NA,6,NA,NA,66.86
"BARC.20161108.BENTHICSWEEP.10","D03","BARC",2016-11-08 14:28:00,440,"ORISP1","Arthropoda","Chelicerata","Arachnida","Acari","Sarcoptiformes",NA,NA,NA,NA,"Oribatida sp.","suborder","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,1442.62295081967,"count per square meter",NA,6,"prd",NA,66.86
"BARC.20161108.PONAR.3","D03","BARC",2016-11-08 14:28:00,87,"NEMSP","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,"Nematoda sp.","phylum","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,3782.60869565217,"count per square meter",NA,5,"cg",NA,66.86
"BARC.20161108.PONAR.3","D03","BARC",2016-11-08 14:28:00,1,"BRADAD","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Naidinae",NA,"Bratislavia","Bratislavia dadayi","species","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter",NA,8,"cg",NA,66.86
"BARC.20161108.BENTHICSWEEP.8","D03","BARC",2016-11-08 14:28:00,5,"LARSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Larsia","Larsia sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,16.3934426229508,"count per square meter",NA,6,"prd",NA,66.86
"BARC.20161108.BENTHICSWEEP.10","D03","BARC",2016-11-08 14:28:00,5,"TANSP11","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","Tanytarsus sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,16.3934426229508,"count per square meter",NA,6,"cf",NA,66.86
"BARC.20161108.BENTHICSWEEP.8","D03","BARC",2016-11-08 14:28:00,10,"COESP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Coenagrionidae",NA,NA,NA,"Coenagrionidae sp.","family","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,32.7868852459016,"count per square meter",NA,8,"prd",NA,66.86
"BARC.20161108.BENTHICSWEEP.2","D03","BARC",2016-11-08 14:28:00,2,"TANSP11","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","Tanytarsus sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,6.55737704918033,"count per square meter",NA,6,"cf",NA,66.86
"BARC.20161108.BENTHICSWEEP.10","D03","BARC",2016-11-08 14:28:00,15,"ZAVMAR","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Zavreliella","Zavreliella marmorata","species","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,49.1803278688525,"count per square meter",NA,6,NA,NA,66.86
"BARC.20161108.PONAR.1","D03","BARC",2016-11-08 14:28:00,3,"LABSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Labrundinia","Labrundinia sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,130.434782608696,"count per square meter",NA,6,"prd",NA,66.86
"BARC.20161108.PONAR.3","D03","BARC",2016-11-08 14:28:00,3,"CAESP5","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Caenidae","Caeninae",NA,"Caenis","Caenis sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,130.434782608696,"count per square meter",NA,6,"cg",NA,66.86
"BARC.20161108.PONAR.3","D03","BARC",2016-11-08 14:28:00,1,"PRISP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Pristininae",NA,"Pristina","Pristina sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter","segmented_worms",8,"cg",NA,66.86
"BARC.20161108.PONAR.3","D03","BARC",2016-11-08 14:28:00,1,"PRISP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Pristininae",NA,"Pristina","Pristina sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter","segmented_worms",8,"cg",NA,66.86
"BARC.20161108.PONAR.3","D03","BARC",2016-11-08 14:28:00,1,"PRISP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Pristininae",NA,"Pristina","Pristina sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter","segmented_worms",8,"cg",NA,66.86
"BARC.20161108.BENTHICSWEEP.8","D03","BARC",2016-11-08 14:28:00,5,"CRISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Cricotopus","Cricotopus sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,16.3934426229508,"count per square meter",NA,7,"sh",NA,66.86
"BARC.20161108.BENTHICSWEEP.6","D03","BARC",2016-11-08 14:28:00,3,"FORSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Forcipomyiinae",NA,NA,"Forcipomyiinae sp.","subfamily","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,9.83606557377049,"count per square meter",NA,6,"scr",NA,66.86
"BARC.20161108.BENTHICSWEEP.10","D03","BARC",2016-11-08 14:28:00,20,"OXYSP","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydroptilidae","Hydroptilinae","Hydroptilini","Oxyethira","Oxyethira sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,65.5737704918033,"count per square meter",NA,3,"cg",NA,66.86
"BARC.20161108.PONAR.1","D03","BARC",2016-11-08 14:28:00,1,"OXUSP","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Oxidae",NA,NA,"Oxus","Oxus sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter",NA,5,"prd",NA,66.86
"BARC.20161108.BENTHICSWEEP.8","D03","BARC",2016-11-08 14:28:00,15,"PSESP18","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Pseudochironomini","Pseudochironomus","Pseudochironomus sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,49.1803278688525,"count per square meter","midges",5,"cg",NA,66.86
"BARC.20161108.BENTHICSWEEP.4","D03","BARC",2016-11-08 14:28:00,3,"TANSP11","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","Tanytarsus sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,9.83606557377049,"count per square meter",NA,6,"cf",NA,66.86
"BARC.20161108.BENTHICSWEEP.8","D03","BARC",2016-11-08 14:28:00,5,"PSESP18","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Pseudochironomini","Pseudochironomus","Pseudochironomus sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,16.3934426229508,"count per square meter","midges",5,"cg",NA,66.86
"BARC.20161108.BENTHICSWEEP.6","D03","BARC",2016-11-08 14:28:00,3,"COESP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Coenagrionidae",NA,NA,NA,"Coenagrionidae sp.","family","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,9.83606557377049,"count per square meter",NA,8,"prd",NA,66.86
"BARC.20161108.BENTHICSWEEP.4","D03","BARC",2016-11-08 14:28:00,87,"NEMSP","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,"Nematoda sp.","phylum","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,285.245901639344,"count per square meter",NA,5,"cg",NA,66.86
"BARC.20161108.PONAR.2","D03","BARC",2016-11-08 14:28:00,2,"EPHSP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera",NA,NA,NA,NA,"Ephemeroptera sp.","order","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter",NA,NA,NA,NA,66.86
"BARC.20161108.BENTHICSWEEP.4","D03","BARC",2016-11-08 14:28:00,3,"CLASP5","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Cladopelma","Cladopelma sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,9.83606557377049,"count per square meter",NA,9,"cg",NA,66.86
"BARC.20161108.BENTHICSWEEP.8","D03","BARC",2016-11-08 14:28:00,55,"LABSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Labrundinia","Labrundinia sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,180.327868852459,"count per square meter",NA,6,"prd",NA,66.86
"BARC.20161108.PONAR.1","D03","BARC",2016-11-08 14:28:00,2,"ZAVMAR","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Zavreliella","Zavreliella marmorata","species","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter",NA,6,NA,NA,66.86
"BARC.20161108.BENTHICSWEEP.6","D03","BARC",2016-11-08 14:28:00,10,"PSESP18","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Pseudochironomini","Pseudochironomus","Pseudochironomus sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,32.7868852459016,"count per square meter","midges",5,"cg",NA,66.86
"BARC.20161108.BENTHICSWEEP.2","D03","BARC",2016-11-08 14:28:00,8,"OXYSP","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydroptilidae","Hydroptilinae","Hydroptilini","Oxyethira","Oxyethira sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,26.2295081967213,"count per square meter",NA,3,"cg",NA,66.86
"BARC.20161108.BENTHICSWEEP.10","D03","BARC",2016-11-08 14:28:00,80,"DASSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Dasyheleinae",NA,"Dasyhelea","Dasyhelea sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,262.295081967213,"count per square meter","Dasyhelea",6,"cg","scr",66.86
"BARC.20161108.BENTHICSWEEP.2","D03","BARC",2016-11-08 14:28:00,7,"CLASP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Cladotanytarsus","Cladotanytarsus sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,22.9508196721311,"count per square meter",NA,5,"cf",NA,66.86
"BARC.20161108.PONAR.2","D03","BARC",2016-11-08 14:28:00,153,"NEMSP","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,"Nematoda sp.","phylum","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,6652.17391304348,"count per square meter",NA,5,"cg",NA,66.86
"BARC.20161108.BENTHICSWEEP.4","D03","BARC",2016-11-08 14:28:00,3,"HYASP2","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Amphipoda","Hyalellidae",NA,NA,"Hyalella","Hyalella sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,9.83606557377049,"count per square meter",NA,8,"cg",NA,66.86
"BARC.20161108.BENTHICSWEEP.2","D03","BARC",2016-11-08 14:28:00,3,"TANSP11","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","Tanytarsus sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,9.83606557377049,"count per square meter",NA,6,"cf",NA,66.86
"BARC.20161108.PONAR.3","D03","BARC",2016-11-08 14:28:00,6,"OXYSP","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydroptilidae","Hydroptilinae","Hydroptilini","Oxyethira","Oxyethira sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,260.869565217391,"count per square meter",NA,3,"cg",NA,66.86
"BARC.20161108.PONAR.2","D03","BARC",2016-11-08 14:28:00,2,"LIMSP32","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Limnesiidae",NA,NA,"Limnesia","Limnesia sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter",NA,5,"prd",NA,66.86
"BARC.20161108.PONAR.1","D03","BARC",2016-11-08 14:28:00,11,"TANSP11","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","Tanytarsus sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,478.260869565217,"count per square meter",NA,6,"cf",NA,66.86
"BARC.20161108.PONAR.1","D03","BARC",2016-11-08 14:28:00,1,"LIBSP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Libellulidae",NA,NA,NA,"Libellulidae sp.","family","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter",NA,NA,"prd",NA,66.86
"BARC.20161108.PONAR.2","D03","BARC",2016-11-08 14:28:00,1,"LARSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Larsia","Larsia sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter",NA,6,"prd",NA,66.86
"BARC.20161108.PONAR.3","D03","BARC",2016-11-08 14:28:00,1,"CHISP8","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Chironomus","Chironomus sp.","genus","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter",NA,10,"cg",NA,66.86
"BARC.20161108.BENTHICSWEEP.8","D03","BARC",2016-11-08 14:28:00,5,"DASSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Dasyheleinae",NA,"Dasyhelea","Dasyhelea sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,16.3934426229508,"count per square meter","Dasyhelea",6,"cg","scr",66.86
"BARC.20161108.BENTHICSWEEP.10","D03","BARC",2016-11-08 14:28:00,75,"HYASP2","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Amphipoda","Hyalellidae",NA,NA,"Hyalella","Hyalella sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,245.901639344262,"count per square meter",NA,8,"cg",NA,66.86
"BARC.20161108.BENTHICSWEEP.10","D03","BARC",2016-11-08 14:28:00,10,"CHISP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini",NA,"Chironomini sp.","tribe","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,32.7868852459016,"count per square meter","midges",6,"cg",NA,66.86
"BARC.20161108.PONAR.3","D03","BARC",2016-11-08 14:28:00,2,"NEMSP","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,"Nematoda sp.","phylum","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter",NA,5,"cg",NA,66.86
"BARC.20161108.PONAR.1","D03","BARC",2016-11-08 14:28:00,2,"BEZSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Ceratopogoninae","Palpomyiini","Bezzia/Palpomyia","Bezzia/Palpomyia sp.","speciesGroup","BARC.20161108",2016-11-08,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter","Bezzia",6,"prd",NA,66.86
"BARC.20161108.BENTHICSWEEP.4","D03","BARC",2016-11-08 14:28:00,10,"DASSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Dasyheleinae",NA,"Dasyhelea","Dasyhelea sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,32.7868852459016,"count per square meter","Dasyhelea",6,"cg","scr",66.86
"BARC.20161108.BENTHICSWEEP.2","D03","BARC",2016-11-08 14:28:00,2,"ENASP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Coenagrionidae",NA,NA,"Enallagma","Enallagma sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,6.55737704918033,"count per square meter",NA,NA,NA,NA,66.86
"BARC.20161108.BENTHICSWEEP.10","D03","BARC",2016-11-08 14:28:00,10,"CRISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Cricotopus","Cricotopus sp.","genus","BARC.20161108",2016-11-08,2016,"littoral","benthicSweep",0.305,32.7868852459016,"count per square meter",NA,7,"sh",NA,66.86
