"sampleID","domainID","siteID","collectDate","estimatedTotalCount","acceptedTaxonID","phylum","subphylum","class","subclass","order","family","subfamily","tribe","genus","scientificName","taxonRank","eventID","date","year","habitatType","samplerType","benthicArea","inv_dens","inv_dens_unit","organism_aggr","tolerance","FFG","FFG2","mean.SpCond","median.SpCond","mean.DO","median.DO","mean.DOsat","median.DOsat","mean.pH","median.pH","mean.chl","median.chl","mean.turb","median.turb","mean.fDOM","median.fDOM","mean.wTemp","median.wTemp"
"CUPE.20160622.SURBER.4","D04","CUPE",2016-06-22 11:50:00,9,"THISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Thienemanniella","Thienemanniella sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,96.7741935483871,"count per square meter","midges",5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.5","D04","CUPE",2016-06-22 11:50:00,1,"BAESP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,NA,"Baetidae sp.","family","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,6,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.7","D04","CUPE",2016-06-22 11:50:00,6,"CARSP14","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Glossosomatidae","Protoptilinae",NA,"Cariboptila","Cariboptila sp.","genus","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,64.5161290322581,"count per square meter",NA,1,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.3","D04","CUPE",2016-06-22 11:50:00,NA,"ELMSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae",NA,NA,NA,"Elmidae sp.","family","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,NA,"count per square meter",NA,5,"scr","cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.4","D04","CUPE",2016-06-22 11:50:00,4,"CRISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Cricotopus","Cricotopus sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,7,"sh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.6","D04","CUPE",2016-06-22 11:50:00,1,"PERSP19","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Psychodidae","Psychodinae",NA,"Pericoma/Telmatoscopus","Pericoma/Telmatoscopus sp.","speciesGroup","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,10.752688172043,"count per square meter",NA,4,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.2","D04","CUPE",2016-06-22 11:50:00,1,"SIMSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter","Simulium",5,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.8","D04","CUPE",2016-06-22 11:50:00,2,"LIBSP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Libellulidae",NA,NA,NA,"Libellulidae sp.","family","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,21.505376344086,"count per square meter",NA,NA,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.6","D04","CUPE",2016-06-22 11:50:00,2,"HELSP7","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Helicopsychidae",NA,NA,"Helicopsyche","Helicopsyche sp.","genus","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,21.505376344086,"count per square meter",NA,3,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.3","D04","CUPE",2016-06-22 11:50:00,1,"HEXSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Hexacylloepus","Hexacylloepus sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.3","D04","CUPE",2016-06-22 11:50:00,15,"THISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Thienemanniella","Thienemanniella sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,161.290322580645,"count per square meter","midges",5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.3","D04","CUPE",2016-06-22 11:50:00,2,"PHACLA","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Larainae",NA,"Phanocerus","Phanocerus clavicornis","species","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.8","D04","CUPE",2016-06-22 11:50:00,3,"POLSP13","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Polypedilum","Polypedilum sp.","genus","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,32.258064516129,"count per square meter","midges",6,"sh","om",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.4","D04","CUPE",2016-06-22 11:50:00,1,"DECSP","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Decapoda",NA,NA,NA,NA,"Decapoda sp.","order","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.8","D04","CUPE",2016-06-22 11:50:00,2,"HELSP7","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Helicopsychidae",NA,NA,"Helicopsyche","Helicopsyche sp.","genus","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,21.505376344086,"count per square meter",NA,3,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.8","D04","CUPE",2016-06-22 11:50:00,2,"STESP8","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Stenochironomus","Stenochironomus sp.","genus","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,21.505376344086,"count per square meter",NA,5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.8","D04","CUPE",2016-06-22 11:50:00,2,"THISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Thienemanniella","Thienemanniella sp.","genus","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,21.505376344086,"count per square meter","midges",5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.5","D04","CUPE",2016-06-22 11:50:00,1,"SIMSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Simuliidae",NA,NA,NA,"Simuliidae sp.","family","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,5,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.6","D04","CUPE",2016-06-22 11:50:00,1,"MARSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Psychodidae","Psychodinae",NA,"Maruina","Maruina sp.","genus","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,10.752688172043,"count per square meter",NA,2,"scr","cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.5","D04","CUPE",2016-06-22 11:50:00,1,"THISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Thienemanniella","Thienemanniella sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter","midges",5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.7","D04","CUPE",2016-06-22 11:50:00,1,"PENSP7","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Pentaneura","Pentaneura sp.","genus","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,10.752688172043,"count per square meter",NA,6,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.5","D04","CUPE",2016-06-22 11:50:00,1,"TANSP7","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae",NA,NA,"Tanypodinae sp.","subfamily","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,7,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.8","D04","CUPE",2016-06-22 11:50:00,1,"PHYPUL","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Calamoceratidae","Calamoceratinae",NA,"Phylloicus","Phylloicus pulchrus","species","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,10.752688172043,"count per square meter",NA,NA,"sh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.5","D04","CUPE",2016-06-22 11:50:00,1,"HELSP7","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Helicopsychidae",NA,NA,"Helicopsyche","Helicopsyche sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,3,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.2","D04","CUPE",2016-06-22 11:50:00,NA,"CARSP14","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Glossosomatidae","Protoptilinae",NA,"Cariboptila","Cariboptila sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,NA,"count per square meter",NA,1,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.8","D04","CUPE",2016-06-22 11:50:00,2,"TANSP8","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini",NA,"Tanytarsini sp.","tribe","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,21.505376344086,"count per square meter",NA,6,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.7","D04","CUPE",2016-06-22 11:50:00,1,"TANSP8","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini",NA,"Tanytarsini sp.","tribe","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,10.752688172043,"count per square meter",NA,6,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.4","D04","CUPE",2016-06-22 11:50:00,2,"HEXSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Hexacylloepus","Hexacylloepus sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.5","D04","CUPE",2016-06-22 11:50:00,1,"HEXSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Hexacylloepus","Hexacylloepus sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.3","D04","CUPE",2016-06-22 11:50:00,4,"ORTGR","Arthropoda","Hexapoda","Insecta",NA,"Diptera","Chironomidae","Orthocladiinae",NA,NA,"Orthocladius/Cricotopus gr.","speciesGroup","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.7","D04","CUPE",2016-06-22 11:50:00,4,"TANSP8","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini",NA,"Tanytarsini sp.","tribe","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,43.010752688172,"count per square meter",NA,6,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.2","D04","CUPE",2016-06-22 11:50:00,1,"PENSP7","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Pentaneura","Pentaneura sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,6,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.3","D04","CUPE",2016-06-22 11:50:00,4,"HELSP7","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Helicopsychidae",NA,NA,"Helicopsyche","Helicopsyche sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,3,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.3","D04","CUPE",2016-06-22 11:50:00,3,"LIBSP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Libellulidae",NA,NA,NA,"Libellulidae sp.","family","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,NA,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.2","D04","CUPE",2016-06-22 11:50:00,3,"NEOGRA","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Neoelmis","Neoelmis gracilis","species","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.7","D04","CUPE",2016-06-22 11:50:00,1,"HELSP7","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Helicopsychidae",NA,NA,"Helicopsyche","Helicopsyche sp.","genus","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,10.752688172043,"count per square meter",NA,3,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.5","D04","CUPE",2016-06-22 11:50:00,2,"FARTAI","Arthropoda",NA,"Insecta",NA,"Ephemeroptera","Leptophlebiidae",NA,NA,"Farrodes","Farrodes taino","species","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.1","D04","CUPE",2016-06-22 11:50:00,2,"FARTAI","Arthropoda",NA,"Insecta",NA,"Ephemeroptera","Leptophlebiidae",NA,NA,"Farrodes","Farrodes taino","species","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.2","D04","CUPE",2016-06-22 11:50:00,9,"GLOSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Glossosomatidae",NA,NA,NA,"Glossosomatidae sp.","family","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,96.7741935483871,"count per square meter","unknown_glossosomatid",0,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.1","D04","CUPE",2016-06-22 11:50:00,5,"GOMSP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Gomphidae",NA,NA,NA,"Gomphidae sp.","family","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,53.7634408602151,"count per square meter",NA,4,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.4","D04","CUPE",2016-06-22 11:50:00,2,"LEPSP","Arthropoda","Hexapoda","Insecta","Pterygota","Lepidoptera",NA,NA,NA,NA,"Lepidoptera sp.","order","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,5,"sh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.1","D04","CUPE",2016-06-22 11:50:00,1,"TANSP8","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini",NA,"Tanytarsini sp.","tribe","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,6,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.4","D04","CUPE",2016-06-22 11:50:00,1,"LEPSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Leptophlebiidae",NA,NA,NA,"Leptophlebiidae sp.","family","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,4,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.1","D04","CUPE",2016-06-22 11:50:00,1,"PHACLA","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Larainae",NA,"Phanocerus","Phanocerus clavicornis","species","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.5","D04","CUPE",2016-06-22 11:50:00,3,"NEOGRA","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Neoelmis","Neoelmis gracilis","species","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.2","D04","CUPE",2016-06-22 11:50:00,1,"ORTGR","Arthropoda","Hexapoda","Insecta",NA,"Diptera","Chironomidae","Orthocladiinae",NA,NA,"Orthocladius/Cricotopus gr.","speciesGroup","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.7","D04","CUPE",2016-06-22 11:50:00,1,"LEUTUB","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydroptilidae","Hydroptilinae","Leucotrichiini","Leucotrichia","Leucotrichia tubifex","species","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,10.752688172043,"count per square meter",NA,6,"scr","cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.2","D04","CUPE",2016-06-22 11:50:00,1,"HELSP7","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Helicopsychidae",NA,NA,"Helicopsyche","Helicopsyche sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,3,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.4","D04","CUPE",2016-06-22 11:50:00,2,"LIBSP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Libellulidae",NA,NA,NA,"Libellulidae sp.","family","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,NA,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.8","D04","CUPE",2016-06-22 11:50:00,1,"CHISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae",NA,NA,NA,"Chironomidae sp.","family","CUPE.20160622",2016-06-22,2016,"run","surber",0.093,10.752688172043,"count per square meter","midges",6,"cg","om",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.2","D04","CUPE",2016-06-22 11:50:00,2,"HEXSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Hexacylloepus","Hexacylloepus sp.","genus","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20160622.SURBER.1","D04","CUPE",2016-06-22 11:50:00,1,"PHACLA","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Larainae",NA,"Phanocerus","Phanocerus clavicornis","species","CUPE.20160622",2016-06-22,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20170125.SURBER.2","D04","CUPE",2017-01-25 11:42:00,8,"HEXSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Hexacylloepus","Hexacylloepus sp.","genus","CUPE.20170125",2017-01-25,2017,"riffle","surber",0.093,86.0215053763441,"count per square meter",NA,5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20170125.SURBER.1","D04","CUPE",2017-01-25 11:42:00,50,"SIMSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Simuliidae",NA,NA,NA,"Simuliidae sp.","family","CUPE.20170125",2017-01-25,2017,"riffle","surber",0.093,537.634408602151,"count per square meter",NA,5,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20170125.SURBER.2","D04","CUPE",2017-01-25 11:42:00,4,"SIMSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Simuliidae",NA,NA,NA,"Simuliidae sp.","family","CUPE.20170125",2017-01-25,2017,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,5,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20170125.SURBER.4","D04","CUPE",2017-01-25 11:42:00,2,"CORSP19","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Corynoneura","Corynoneura sp.","genus","CUPE.20170125",2017-01-25,2017,"riffle","surber",0.093,21.505376344086,"count per square meter","midges",4,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20170125.SURBER.3","D04","CUPE",2017-01-25 11:42:00,4,"ORTGR","Arthropoda","Hexapoda","Insecta",NA,"Diptera","Chironomidae","Orthocladiinae",NA,NA,"Orthocladius/Cricotopus gr.","speciesGroup","CUPE.20170125",2017-01-25,2017,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20170125.SURBER.1","D04","CUPE",2017-01-25 11:42:00,3,"ATRSP3","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Hygrobatidae",NA,NA,"Atractides","Atractides sp.","genus","CUPE.20170125",2017-01-25,2017,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,8,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20170125.SURBER.6","D04","CUPE",2017-01-25 11:42:00,1,"PARSP26","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Parametriocnemus","Parametriocnemus sp.","genus","CUPE.20170125",2017-01-25,2017,"run","surber",0.093,10.752688172043,"count per square meter","midges",5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20170125.SURBER.6","D04","CUPE",2017-01-25 11:42:00,1,"THISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Thienemanniella","Thienemanniella sp.","genus","CUPE.20170125",2017-01-25,2017,"run","surber",0.093,10.752688172043,"count per square meter","midges",5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20170125.SURBER.7","D04","CUPE",2017-01-25 11:42:00,1,"CHISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae",NA,NA,NA,"Chironomidae sp.","family","CUPE.20170125",2017-01-25,2017,"run","surber",0.093,10.752688172043,"count per square meter","midges",6,"cg","om",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20170125.SURBER.1","D04","CUPE",2017-01-25 11:42:00,7,"PARSP26","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Parametriocnemus","Parametriocnemus sp.","genus","CUPE.20170125",2017-01-25,2017,"riffle","surber",0.093,75.2688172043011,"count per square meter","midges",5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
