"domainID","siteID","namedLocation","collectDate","algSampleID","perBottleSampleVolume","algalParameter","algalParameterValue","eventID","date","year","habitatType","algalSampleType","samplerType","benthicArea","substratumSizeClass","alg_dens","alg_dens_unit","mean.parws","median.parws"
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.2",58,"valves",3,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1246.883,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.1",59,"valves",1,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",168.4069,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.3",59,"biovolume density",2083399,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",865918080,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.1",59,"valves",3,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",505.2206,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.1",59,"valves",1,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",168.4069,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.S2",2017-04-19 09:05:00,"HOPB.20170419.SESTON.1",1025,"cell density",40.5,"HOPB.20170419",2017-04-19,2017,"pool","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.S2",2017-04-19 09:05:00,"HOPB.20170419.SESTON.1",1025,"cells",30,"HOPB.20170419",2017-04-19,2017,"pool","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.2",59,"cell density",51034.9,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",8594628,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.5",60,"valves",1,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",415.6276,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.5",60,"valves",9,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",3740.648,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.4",54,"cells",281,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",116791.4,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.2",59,"valves",2,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",336.8137,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.4",54,"valves",2,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",831.2552,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.4",54,"valves",4,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1662.51,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.3",61,"cell density",4823.7,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"cobble",812344.2,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.2",59,"valves",2,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",336.8137,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.3",59,"biovolume density",12955878,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",5384820574,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.3",61,"biovolume density",1326538,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"cobble",223398148,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.3",61,"biovolume density",26996256,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"cobble",4546355019,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.3",61,"valves",3,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"cobble",505.2206,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.1",59,"biovolume density",1737471,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",292602055,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.3",59,"natural units",123,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",51122.19,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.3",61,"cell density",19294.6,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"cobble",3249343,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.3",59,"cell density",1760.1,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",731546.1,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.S2",2017-04-19 09:05:00,"HOPB.20170419.SESTON.1",1025,"valves",2,"HOPB.20170419",2017-04-19,2017,"pool","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.5",60,"biovolume density",4733884,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1967532918,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.3",59,"valves",51,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",21197.01,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.4",54,"cell density",5574.5,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",2316916,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.4",54,"cell density",8361.7,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",3475353,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.1",60,"cell density",1907322,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",792735786,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.3",61,"biovolume density",1812046,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"cobble",305160946,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.4",54,"valves",48,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",19950.12,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.2",58,"cell density",388156.8,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",161328678,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.3",61,"cell density",9647.3,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"cobble",1624672,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.1",59,"cell density",732876.6,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",123421455,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.4",54,"cell density",2787.2,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1158437,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.S2",2017-04-19 09:05:00,"HOPB.20170419.SESTON.1",1025,"cell density",24.3,"HOPB.20170419",2017-04-19,2017,"pool","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.3",59,"valves",1,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",415.6276,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.4",54,"cell density",388774.8,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",161585536,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.5",60,"valves",10,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",4156.276,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.3",59,"valves",89,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",36990.86,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.4",54,"valves",2,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",831.2552,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.S2",2017-04-19 09:05:00,"HOPB.20170419.SESTON.1",1025,"valves",2,"HOPB.20170419",2017-04-19,2017,"pool","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.1",59,"cell density",31521.6,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",5308454,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.4",54,"biovolume density",8979713,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",3732216334,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.2",59,"cell density",1920189,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",323373055,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.1",59,"cell density",3920.5,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",660239.1,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.2",58,"valves",9,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",3740.648,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.1",59,"cell density",27443.7,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",4621708,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.3",59,"valves",6,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",2493.766,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.2",59,"biovolume density",5724395,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",964027501,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.S2",2017-04-19 09:05:00,"HOPB.20170419.SESTON.1",1025,"biovolume density",475373.8,"HOPB.20170419",2017-04-19,2017,"pool","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.1",59,"biovolume density",3333212,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",561335871,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.2",59,"cells",8,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",1347.255,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.1",59,"biovolume density",846834.1,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",142612681,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.5",60,"biovolume density",165411.4,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",68749543,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.S2",2017-04-19 09:05:00,"HOPB.20170419.SESTON.1",1025,"biovolume density",3207.9,"HOPB.20170419",2017-04-19,2017,"pool","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.S2",2017-04-19 09:05:00,"HOPB.20170419.SESTON.1",1025,"cell density",8.1,"HOPB.20170419",2017-04-19,2017,"pool","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.S2",2017-04-19 09:05:00,"HOPB.20170419.SESTON.1",1025,"biovolume density",17804.7,"HOPB.20170419",2017-04-19,2017,"pool","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.1",59,"biovolume density",585567.6,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",98613607,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.S2",2017-04-19 09:05:00,"HOPB.20170419.SESTON.1",1025,"cell density",48.6,"HOPB.20170419",2017-04-19,2017,"pool","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.4",54,"cell density",2787.2,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1158437,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.1",60,"valves",2,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",831.2552,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.2",59,"valves",2,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",336.8137,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.3",59,"biovolume density",887476.2,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",368859601,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.2",58,"biovolume density",21858238,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",9084886741,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.5",60,"natural units",251,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",104322.5,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.3",61,"valves",1,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"cobble",168.4069,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.S2",2017-04-19 09:05:00,"HOPB.20170419.SESTON.1",1025,"biovolume density",11592.7,"HOPB.20170419",2017-04-19,2017,"pool","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.1",60,"cell density",2906396,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1207978346,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.5",60,"biovolume density",752275.6,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",312666500,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.4",54,"biovolume density",6159806,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",2560185162,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.3",61,"biovolume density",502621.5,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"cobble",84644914,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.3",61,"valves",43,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"cobble",7241.495,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.2",59,"biovolume density",7826360,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",1318012849,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.3",61,"cell density",19294.6,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"cobble",3249343,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.S2",2017-04-19 09:05:00,"HOPB.20170419.SESTON.1",1025,"biovolume density",8658010,"HOPB.20170419",2017-04-19,2017,"pool","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPILITHON.5",60,"cell density",3173.8,"HOPB.20170419",2017-04-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1319119,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.1",59,"cell density",7841.1,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",1320495,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.3",61,"biovolume density",1424468,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"cobble",239890249,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.1",59,"valves",5,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",842.0344,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.S2",2017-04-19 09:05:00,"HOPB.20170419.SESTON.1",1025,"biovolume density",2018.5,"HOPB.20170419",2017-04-19,2017,"pool","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.2",59,"valves",3,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",505.2206,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-04-19 09:05:00,"HOPB.20170419.EPIPSAMMON.2",59,"biovolume density",28347084,"HOPB.20170419",2017-04-19,2017,"pool","epipsammon",NA,0.005938,"sand",4773843651,"count or biovolume per square meter",NA,NA
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.4",60,"biovolume density",1952576,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",811544555,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.3",61,"biovolume density",9478319,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",3939450998,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.3",61,"natural units",10,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",4156.276,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"cell density",711158.7,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",295577182,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.5",60,"biovolume density",2751857,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1143747714,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.4",60,"cell density",2435.1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1012095,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"cell density",2354.8,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",978719.9,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"valves",3,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",505.2206,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"valves",2,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",336.8137,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.4",60,"cell density",517701.8,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",215171155,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"valves",2,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",336.8137,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.4",60,"cell density",2435.1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1012095,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.1",60,"valves",2,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",336.8137,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"cells",56,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",9430.785,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.3",61,"cell density",3961.3,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1646426,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.5",60,"cell density",475749.3,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",197734539,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.1",60,"valves",4,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",673.6275,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"valves",1,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",168.4069,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"cells",83,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",34497.09,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.1",60,"valves",1,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",168.4069,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"valves",2,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",336.8137,"count or biovolume per square meter",84.37415,20.445
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"cell density",294201.3,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",49545520,"count or biovolume per square meter",84.37415,20.445
