"sampleID","domainID","siteID","collectDate","estimatedTotalCount","acceptedTaxonID","phylum","subphylum","class","subclass","order","family","subfamily","tribe","genus","scientificName","taxonRank","eventID","date","year","habitatType","samplerType","benthicArea","inv_dens","inv_dens_unit","organism_aggr","tolerance","FFG","FFG2","mon.ADD","mon.precip","mean.SpCond","median.SpCond","mean.DO","median.DO","mean.DOsat","median.DOsat","mean.pH","median.pH","mean.chl","median.chl","mean.turb","median.turb","mean.fDOM","median.fDOM","mean.wTemp","median.wTemp"
"HOPB.20161011.SURBER.3","D01","HOPB",2016-10-11 14:38:00,3,"TVEBAV","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Tvetenia","Tvetenia bavarica gr.","speciesGroup","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,4,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.5","D01","HOPB",2016-10-11 14:38:00,3,"OPTSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Optioservus","Optioservus sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,32.258064516129,"count per square meter","Optioservus",4,"scr","cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.5","D01","HOPB",2016-10-11 14:38:00,3,"OPTSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Optioservus","Optioservus sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,32.258064516129,"count per square meter","Optioservus",4,"scr","cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.5","D01","HOPB",2016-10-11 14:38:00,3,"OPTSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Optioservus","Optioservus sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,32.258064516129,"count per square meter","Optioservus_trivittatus",4,"scr","cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.1","D01","HOPB",2016-10-11 14:38:00,4,"POLSP12","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Polycentropodidae","Polycentropodinae",NA,"Polycentropus","Polycentropus sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,43.010752688172,"count per square meter","Polycentropus",6,"prd","cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.2","D01","HOPB",2016-10-11 14:38:00,1,"ACRABN","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Perlidae","Acroneuriinae","Acroneuriini","Acroneuria","Acroneuria abnormis","species","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,10.752688172043,"count per square meter","Acroneuria",0,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.5","D01","HOPB",2016-10-11 14:38:00,3,"TANSP11","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","Tanytarsus sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,6,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.2","D01","HOPB",2016-10-11 14:38:00,3,"STESP11","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,"Stenacron","Stenacron sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,7,"cg","scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.5","D01","HOPB",2016-10-11 14:38:00,1,"EPHSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,NA,"Ephemerellidae sp.","family","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,2,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.5","D01","HOPB",2016-10-11 14:38:00,1,"PERSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Perlodidae",NA,NA,NA,"Perlodidae sp.","family","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,2,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.1","D01","HOPB",2016-10-11 14:38:00,11,"DOLSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Philopotamidae","Philopotaminae",NA,"Dolophilodes","Dolophilodes sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,118.279569892473,"count per square meter","Dolophilodes",0,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.4","D01","HOPB",2016-10-11 14:38:00,3,"THIGRO","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Thienemannimyia","Thienemannimyia gr.","speciesGroup","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,6,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.3","D01","HOPB",2016-10-11 14:38:00,2,"CHLSP","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Chloroperlidae",NA,NA,NA,"Chloroperlidae sp.","family","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,0,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.2","D01","HOPB",2016-10-11 14:38:00,2,"PSEHER","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Psephenidae","Psepheninae",NA,"Psephenus","Psephenus herricki","species","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,4,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.5","D01","HOPB",2016-10-11 14:38:00,1,"RHYSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Rhyacophilidae",NA,NA,"Rhyacophila","Rhyacophila sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,10.752688172043,"count per square meter","Rhyacophila",1,"prd","om",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.5","D01","HOPB",2016-10-11 14:38:00,1,"RHYSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Rhyacophilidae",NA,NA,"Rhyacophila","Rhyacophila sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,10.752688172043,"count per square meter","Rhyacophila",1,"prd","om",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.5","D01","HOPB",2016-10-11 14:38:00,1,"RHYSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Rhyacophilidae",NA,NA,"Rhyacophila","Rhyacophila sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,10.752688172043,"count per square meter","Rhyacophila",1,"prd","om",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.CORE.1","D01","HOPB",2016-10-11 14:38:00,1,"ACESP1","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,"Acerpenna","Acerpenna sp.","genus","HOPB.20161011",2016-10-11,2016,"pool","core",0.006,166.666666666667,"count per square meter",NA,4,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.5","D01","HOPB",2016-10-11 14:38:00,4,"CRISP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Cricotopus/Orthocladius","Cricotopus/Orthocladius sp.","speciesGroup","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,6,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.CORE.1","D01","HOPB",2016-10-11 14:38:00,1,"THIGRO","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Thienemannimyia","Thienemannimyia gr.","speciesGroup","HOPB.20161011",2016-10-11,2016,"pool","core",0.006,166.666666666667,"count per square meter",NA,6,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.4","D01","HOPB",2016-10-11 14:38:00,3,"STESP10","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Stempellinella","Stempellinella sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,4,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.4","D01","HOPB",2016-10-11 14:38:00,1,"CAPSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Capniidae",NA,NA,NA,"Capniidae sp.","family","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,3,"sh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.1","D01","HOPB",2016-10-11 14:38:00,4,"EPEVIT","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,"Epeorus","Epeorus vitreus","species","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,43.010752688172,"count per square meter","Epeorus",0,"scr","cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.2","D01","HOPB",2016-10-11 14:38:00,2,"OULSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Oulimnius","Oulimnius sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,21.505376344086,"count per square meter","Oulimnius",4,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.2","D01","HOPB",2016-10-11 14:38:00,2,"OULSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Oulimnius","Oulimnius sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,21.505376344086,"count per square meter","Oulimnius",4,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.4","D01","HOPB",2016-10-11 14:38:00,4,"ATRSP3","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Hygrobatidae",NA,NA,"Atractides","Atractides sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,8,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.CORE.2","D01","HOPB",2016-10-11 14:38:00,2,"STESP6","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Stenelmis","Stenelmis sp.","genus","HOPB.20161011",2016-10-11,2016,"pool","core",0.006,333.333333333333,"count per square meter","Stenelmis",5,"scr","cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.CORE.2","D01","HOPB",2016-10-11 14:38:00,2,"STESP6","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Stenelmis","Stenelmis sp.","genus","HOPB.20161011",2016-10-11,2016,"pool","core",0.006,333.333333333333,"count per square meter","Stenelmis_decorata",5,"scr","cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.CORE.2","D01","HOPB",2016-10-11 14:38:00,2,"STESP6","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Stenelmis","Stenelmis sp.","genus","HOPB.20161011",2016-10-11,2016,"pool","core",0.006,333.333333333333,"count per square meter","Stenelmis",5,"scr","cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.3","D01","HOPB",2016-10-11 14:38:00,2,"CAPSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Capniidae",NA,NA,NA,"Capniidae sp.","family","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,3,"sh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.CORE.1","D01","HOPB",2016-10-11 14:38:00,1,"RHESP4","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Rheosmittia","Rheosmittia sp.","genus","HOPB.20161011",2016-10-11,2016,"pool","core",0.006,166.666666666667,"count per square meter",NA,0,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.2","D01","HOPB",2016-10-11 14:38:00,3,"EPEVIT","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,"Epeorus","Epeorus vitreus","species","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,32.258064516129,"count per square meter","Epeorus",0,"scr","cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.3","D01","HOPB",2016-10-11 14:38:00,1,"THIGRO","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Thienemannimyia","Thienemannimyia gr.","speciesGroup","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,6,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.4","D01","HOPB",2016-10-11 14:38:00,4,"PERSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Perlodidae",NA,NA,NA,"Perlodidae sp.","family","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,2,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.1","D01","HOPB",2016-10-11 14:38:00,1,"SPESP5","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Sperchontidae",NA,NA,"Sperchonopsis","Sperchonopsis sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,10.752688172043,"count per square meter","Sperchonopsis",8,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.4","D01","HOPB",2016-10-11 14:38:00,10,"OULSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Oulimnius","Oulimnius sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,107.52688172043,"count per square meter","Oulimnius",4,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.4","D01","HOPB",2016-10-11 14:38:00,10,"OULSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Oulimnius","Oulimnius sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,107.52688172043,"count per square meter","Oulimnius",4,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.3","D01","HOPB",2016-10-11 14:38:00,25,"LEPSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Leptophlebiidae",NA,NA,NA,"Leptophlebiidae sp.","family","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,268.817204301075,"count per square meter",NA,4,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.CORE.1","D01","HOPB",2016-10-11 14:38:00,1,"PARSP25","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Parakiefferiella","Parakiefferiella sp.","genus","HOPB.20161011",2016-10-11,2016,"pool","core",0.006,166.666666666667,"count per square meter","midges",4,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.5","D01","HOPB",2016-10-11 14:38:00,6,"BEZSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Ceratopogoninae","Palpomyiini","Bezzia/Palpomyia","Bezzia/Palpomyia sp.","speciesGroup","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,64.5161290322581,"count per square meter","Bezzia",6,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.CORE.2","D01","HOPB",2016-10-11 14:38:00,23,"TANSP11","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","Tanytarsus sp.","genus","HOPB.20161011",2016-10-11,2016,"pool","core",0.006,3833.33333333333,"count per square meter",NA,6,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.3","D01","HOPB",2016-10-11 14:38:00,8,"TAESP3","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Taeniopterygidae","Taeniopteryginae",NA,"Taeniopteryx","Taeniopteryx sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,86.0215053763441,"count per square meter","Taeniopteryx",2,"sh","cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.5","D01","HOPB",2016-10-11 14:38:00,4,"THIGRO","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Thienemannimyia","Thienemannimyia gr.","speciesGroup","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,6,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.3","D01","HOPB",2016-10-11 14:38:00,2,"PHISP","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Philopotamidae",NA,NA,NA,"Philopotamidae sp.","family","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,21.505376344086,"count per square meter","unknown_philopotamid",4,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.3","D01","HOPB",2016-10-11 14:38:00,6,"DOLSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Philopotamidae","Philopotaminae",NA,"Dolophilodes","Dolophilodes sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,64.5161290322581,"count per square meter","Dolophilodes",0,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.3","D01","HOPB",2016-10-11 14:38:00,8,"LEPSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Leptophlebiidae",NA,NA,NA,"Leptophlebiidae sp.","family","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,86.0215053763441,"count per square meter",NA,4,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.CORE.3","D01","HOPB",2016-10-11 14:38:00,1,"PRISP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Pristininae",NA,"Pristina","Pristina sp.","genus","HOPB.20161011",2016-10-11,2016,"pool","core",0.006,166.666666666667,"count per square meter","segmented_worms",8,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.CORE.3","D01","HOPB",2016-10-11 14:38:00,1,"PRISP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Pristininae",NA,"Pristina","Pristina sp.","genus","HOPB.20161011",2016-10-11,2016,"pool","core",0.006,166.666666666667,"count per square meter","segmented_worms",8,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.CORE.3","D01","HOPB",2016-10-11 14:38:00,1,"PRISP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Pristininae",NA,"Pristina","Pristina sp.","genus","HOPB.20161011",2016-10-11,2016,"pool","core",0.006,166.666666666667,"count per square meter","segmented_worms",8,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.4","D01","HOPB",2016-10-11 14:38:00,1,"GOMSP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Gomphidae",NA,NA,NA,"Gomphidae sp.","family","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,4,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.4","D01","HOPB",2016-10-11 14:38:00,1,"RHYSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Rhyacophilidae",NA,NA,"Rhyacophila","Rhyacophila sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,10.752688172043,"count per square meter","Rhyacophila",1,"prd","om",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.4","D01","HOPB",2016-10-11 14:38:00,1,"RHYSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Rhyacophilidae",NA,NA,"Rhyacophila","Rhyacophila sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,10.752688172043,"count per square meter","Rhyacophila",1,"prd","om",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.4","D01","HOPB",2016-10-11 14:38:00,1,"RHYSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Rhyacophilidae",NA,NA,"Rhyacophila","Rhyacophila sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,10.752688172043,"count per square meter","Rhyacophila",1,"prd","om",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.CORE.2","D01","HOPB",2016-10-11 14:38:00,1,"CERSP10","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Ceratopogoninae",NA,NA,"Ceratopogoninae sp.","subfamily","HOPB.20161011",2016-10-11,2016,"pool","core",0.006,166.666666666667,"count per square meter",NA,6,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.2","D01","HOPB",2016-10-11 14:38:00,16,"EPEVIT","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,"Epeorus","Epeorus vitreus","species","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,172.043010752688,"count per square meter","Epeorus",0,"scr","cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.4","D01","HOPB",2016-10-11 14:38:00,10,"LEPSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Leptophlebiidae",NA,NA,NA,"Leptophlebiidae sp.","family","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,107.52688172043,"count per square meter",NA,4,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.1","D01","HOPB",2016-10-11 14:38:00,4,"PLESP","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera",NA,NA,NA,NA,"Plecoptera sp.","order","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.4","D01","HOPB",2016-10-11 14:38:00,3,"TORSP6","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Torrenticolidae",NA,NA,"Torrenticola","Torrenticola sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,32.258064516129,"count per square meter","Torrenticola",5,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB.20161011.SURBER.2","D01","HOPB",2016-10-11 14:38:00,5,"OULSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Oulimnius","Oulimnius sp.","genus","HOPB.20161011",2016-10-11,2016,"riffle","surber",0.093,53.7634408602151,"count per square meter","Oulimnius",4,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
