"domainID","siteID","namedLocation","collectDate","algSampleID","perBottleSampleVolume","algalParameter","algalParameterValue","eventID","date","year","habitatType","algalSampleType","samplerType","benthicArea","substratumSizeClass","alg_dens","alg_dens_unit","mean.parws","median.parws"
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.2",59,"biovolume density",626111.9,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",260229384.871155,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.2",59,"number of valves",3,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",1246.88279301746,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.7",57,"biovolume density",482945,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",200725270.157938,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.6",57,"cell density",2397.4,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",996425.602660017,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.2",59,"number of valves",9,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",3740.64837905237,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.5",57,"number of valves",15,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",6234.41396508728,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.7",57,"biovolume density",63299.9,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",26309185.3699086,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.1",57,"number of valves",2,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.7",57,"number of valves",7,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",2909.3931837074,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.1",57,"biovolume density",132107,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",54907315.045719,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"number of valves",16,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",6650.04156275977,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.6",57,"number of cells",140,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",58187.863674148,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"cell density",1333.3,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",554156.275976725,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"number of natural units",34,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",14131.3383208645,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"biovolume density",58239.7,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",24206026.6001663,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.1",57,"biovolume density",17828.2,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",7409891.9368246,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.6",57,"number of valves",8,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",3325.02078137988,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.2",59,"number of valves",2,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.4",57,"number of valves",13,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",5403.15876974231,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"biovolume density",11776071.3,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",4894460224.4389,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.6",57,"cell density",1416.7,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",588819.61762261,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.4",57,"cell density",741.1,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",308021.612635079,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.5",57,"number of cells",68,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",28262.676641729,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"cell density",30769.2,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",12788528.6783042,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.5",57,"number of natural units",2,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"biovolume density",130158.4,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",54097423.1088944,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.4",57,"number of valves",2,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.2",59,"number of valves",50,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",20781.3798836243,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.4",57,"cell density",741.1,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",308021.612635079,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.7",57,"number of valves",1,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.7",57,"number of valves",1,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.2",59,"biovolume density",44194.4,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",18368412.3025769,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"cell density",4583.3,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",1904945.9684123,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.5",57,"number of valves",6,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",2493.76558603491,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"number of valves",3,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",1246.88279301746,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"number of valves",2,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"biovolume density",231287.5,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",96129467.996675,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"biovolume density",187732.7,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",78026891.1055694,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"number of cells",73,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",30340.8146300914,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.2",59,"cell density",418016.2,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",173739068.994181,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.7",57,"number of valves",13,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",5403.15876974231,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.5",57,"biovolume density",3448451.1,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",1433271446.38404,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"number of valves",2,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.7",57,"number of cells",94,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",39068.9941812136,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.7",57,"biovolume density",65699.6,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",27306566.9160432,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"number of valves",2,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.7",57,"number of valves",2,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.5",57,"number of valves",46,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",19118.8694929343,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"cell density",764.1,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",317581.047381546,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.6",57,"cell density",4685.9,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",1947589.3599335,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.6",57,"number of valves",4,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",1662.51039068994,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.4",57,"number of cells",58,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",24106.4006650042,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"biovolume density",59393.7,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",24685660.8478803,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.4",57,"cell density",323076.9,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",134279675.810474,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.2",59,"biovolume density",52089.1,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",21649667.4979219,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"number of valves",13,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",5403.15876974231,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"biovolume density",6067.6,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",2521862.01163757,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.2",59,"number of valves",5,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",2078.13798836243,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.5",57,"number of valves",4,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",1662.51039068994,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"number of natural units",8,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",3325.02078137988,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.4",57,"number of natural units",1,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.1",57,"cell density",179.5,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",74605.1537822111,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"biovolume density",23403.4,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",9727098.91936825,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.7",57,"cell density",11646.9,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",4840773.06733167,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"number of valves",2,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.1",57,"cell density",37692.3,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",15665960.0997506,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"number of valves",2,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"number of valves",1,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"cell density",434615.4,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",180638154.613466,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.7",57,"number of valves",48,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",19950.1246882793,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.2",59,"cell density",741.9,"CARI.20160823",2016-08-23,2016,"riffle","epilithon",NA,0.002406,"cobble",308354.114713217,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.3",57,"cell density",76.4,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",31753.9484621779,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"cell density",83.3,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",34621.778886118,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.6",57,"number of valves",2,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.6",57,"biovolume density",85189.9,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",35407273.4829593,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.5",57,"biovolume density",1335809.4,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",555199251.870324,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"biovolume density",222085.9,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",92305029.0939318,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-08-23 19:25:00,"CARI.20160823.EPILITHON.8",57,"cell density",333.3,"CARI.20160823",2016-08-23,2016,"run","epilithon",NA,0.002406,"cobble",138528.678304239,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",140522,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",29375,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",124859.6,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",19317,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"valves",1,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",101545.1,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"valves",3,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",39435.9,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"cell density",123.3,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"cell density",123.3,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"cell density",369.9,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"valves",1,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"valves",1,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",441603.8,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",20535.3,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"cell density",986.5,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"cell density",246.6,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"cell density",123.3,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"valves",5,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",166878.5,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"cell density",616.6,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"cell density",123.3,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",367454.9,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"valves",1,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"cell density",123.3,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",325346.2,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"valves",1,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"cell density",616.6,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",27663.1,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"cell density",325.9,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",17088.1,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"biovolume density",10299,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.S2",2016-08-23 20:00:00,"CARI.20160823.SESTON",1015,"valves",1,"CARI.20160823",2016-08-23,2016,"run","seston",NA,NA,"cobble",NA,"count or biovolume per square meter",NA,NA
