"domainID","siteID","namedLocation","collectDate","algSampleID","perBottleSampleVolume","algalParameter","algalParameterValue","eventID","date","year","habitatType","algalSampleType","samplerType","benthicArea","substratumSizeClass","alg_dens","alg_dens_unit","mean.parws","median.parws"
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.4",60,"cell density",10899,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",4529925.18703242,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.3",61,"cell density",1320.4,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",548794.67996675,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"valves",2,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"valves",1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.4",60,"biovolume density",592453.1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",246239858.686617,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"valves",25,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",4210.17177500842,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.S2",2017-07-19 14:30:00,"HOPB.20170719.SESTON.1",1000,"biovolume density",5571.9,"HOPB.20170719",2017-07-19,2017,"pool","seston",NA,NA,"sand",NA,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"cell density",2724.7,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1132460.51537822,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.5",60,"biovolume density",120067,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",49903158.7697423,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.1",60,"biovolume density",5202064.4,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",876063388.346245,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"cell density",246236.3,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",41467884.8097002,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.5",60,"cell density",8004.5,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",3326891.10556941,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.4",60,"biovolume density",276335.5,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",114852660.016625,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"valves",1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"valves",11,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",4571.90357439734,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"natural units",3,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1246.88279301746,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"biovolume density",50794978.7,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",8554223425.39576,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"biovolume density",260231.7,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",108159476.309227,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"biovolume density",392382.1,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",66079841.6975413,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.1",60,"valves",1,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",168.406871000337,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.3",61,"cell density",5540.3,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",2302701.57938487,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"valves",6,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",2493.76558603491,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"biovolume density",3721184.9,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",626673105.422701,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"valves",2,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",336.813742000674,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"cell density",30779.5,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",5183479.28595487,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"natural units",1,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",168.406871000337,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.3",61,"cell density",9243.1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",3841687.44804655,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.1",60,"biovolume density",10025588.1,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",1688377921.85921,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"biovolume density",32936233.5,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",5546688026.27147,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.3",61,"valves",1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"biovolume density",1816877.5,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",755144430.590191,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.4",60,"valves",1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"biovolume density",687483.3,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",285737032.418953,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.S2",2017-07-19 14:30:00,"HOPB.20170719.SESTON.1",1000,"biovolume density",1677.1,"HOPB.20170719",2017-07-19,2017,"pool","seston",NA,NA,"sand",NA,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"natural units",10,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",4156.27597672485,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.4",60,"cell density",158035.3,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",65683832.0864505,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.S2",2017-07-19 14:30:00,"HOPB.20170719.SESTON.1",1000,"cell density",52.6,"HOPB.20170719",2017-07-19,2017,"pool","seston",NA,NA,"sand",NA,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.4",60,"biovolume density",666112.3,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",276854655.029094,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.S2",2017-07-19 14:30:00,"HOPB.20170719.SESTON.1",1000,"valves",13,"HOPB.20170719",2017-07-19,2017,"pool","seston",NA,NA,"sand",NA,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.1",60,"biovolume density",4787813.8,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",806300740.990232,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"valves",22,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",9143.80714879468,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.1",60,"biovolume density",265750696.6,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",44754243280.5658,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.5",60,"valves",2,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"valves",5,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",842.034355001684,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.5",60,"biovolume density",908358.3,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",377538778.054863,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"biovolume density",11360279.8,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",1913149174.80633,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.1",60,"valves",1,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",168.406871000337,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.4",60,"cell density",2435.1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1012094.76309227,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.S2",2017-07-19 14:30:00,"HOPB.20170719.SESTON.1",1000,"biovolume density",31482.9,"HOPB.20170719",2017-07-19,2017,"pool","seston",NA,NA,"sand",NA,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.3",61,"biovolume density",1887295.4,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",784412053.200332,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.1",60,"cells",9,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",1515.66183900303,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.5",60,"natural units",9,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",3740.64837905237,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"valves",10,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",1684.06871000337,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"valves",1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.4",60,"biovolume density",4409819.3,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1832842601.82876,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.3",61,"cell density",1320.4,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",548794.67996675,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"valves",2,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.S2",2017-07-19 14:30:00,"HOPB.20170719.SESTON.1",1000,"valves",13,"HOPB.20170719",2017-07-19,2017,"pool","seston",NA,NA,"sand",NA,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.1",60,"valves",4,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",673.627484001347,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"valves",5,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",842.034355001684,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"valves",1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"biovolume density",11555850.7,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",4802930465.50291,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.5",60,"biovolume density",19933202.1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",8284788902.74314,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.S2",2017-07-19 14:30:00,"HOPB.20170719.SESTON.1",1000,"biovolume density",4031.5,"HOPB.20170719",2017-07-19,2017,"pool","seston",NA,NA,"sand",NA,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.S2",2017-07-19 14:30:00,"HOPB.20170719.SESTON.1",1000,"valves",2,"HOPB.20170719",2017-07-19,2017,"pool","seston",NA,NA,"sand",NA,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.S2",2017-07-19 14:30:00,"HOPB.20170719.SESTON.1",1000,"biovolume density",2244.3,"HOPB.20170719",2017-07-19,2017,"pool","seston",NA,NA,"sand",NA,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"biovolume density",27548688.9,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",4639388497.81071,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.5",60,"cell density",4002.2,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1663424.77140482,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"cell density",750.1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",311762.261014131,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"cell density",750.1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",311762.261014131,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.S2",2017-07-19 14:30:00,"HOPB.20170719.SESTON.1",1000,"biovolume density",4006.3,"HOPB.20170719",2017-07-19,2017,"pool","seston",NA,NA,"sand",NA,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"biovolume density",687662592.8,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",115807105557.427,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"cell density",14903.2,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",2509801.27989222,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"valves",1,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",168.406871000337,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.3",61,"biovolume density",2427670.4,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1009006816.2926,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.S2",2017-07-19 14:30:00,"HOPB.20170719.SESTON.1",1000,"biovolume density",57740.9,"HOPB.20170719",2017-07-19,2017,"pool","seston",NA,NA,"sand",NA,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.1",60,"cell density",33879,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",5705456.38262041,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"cell density",9771.7,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",1645621.42135399,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"cell density",375,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",155860.349127182,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.3",61,"biovolume density",306654,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",127453865.336658,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"biovolume density",38013889.2,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",6401800134.7255,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.3",61,"cell density",1320.4,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",548794.67996675,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.5",60,"valves",1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.4",60,"valves",1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"valves",1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"cell density",226153.9,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",93995802.1612635,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.3",61,"valves",4,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1662.51039068994,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"cells",96,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",39900.2493765586,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"cell density",74516.2,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",12549040.0808353,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.1",60,"cell density",33879,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",5705456.38262041,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"cell density",29806.5,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",5019619.40047154,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"cell density",9771.7,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",1645621.42135399,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.S2",2017-07-19 14:30:00,"HOPB.20170719.SESTON.1",1000,"cell density",93.6,"HOPB.20170719",2017-07-19,2017,"pool","seston",NA,NA,"sand",NA,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.3",61,"cell density",44709.7,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",7529420.68036376,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"biovolume density",2663988.1,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1107226974.23109,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"biovolume density",1637219.2,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",680473482.959268,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.2",60,"valves",3,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",1246.88279301746,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"cell density",2354.8,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",978719.866999169,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPIPSAMMON.2",59,"cell density",19543.4,"HOPB.20170719",2017-07-19,2017,"pool","epipsammon",NA,0.005938,"sand",3291242.84270798,"count or biovolume per square meter",38.2384930555556,13.895
"D01","HOPB","HOPB.AOS.reach",2017-07-19 14:30:00,"HOPB.20170719.EPILITHON.1",60,"cell density",1177.4,"HOPB.20170719",2017-07-19,2017,"riffle","epilithon",NA,0.002406,"cobble",489359.933499584,"count or biovolume per square meter",38.2384930555556,13.895
