date,year,season,location,sampleID,labelColor,group,microhabitat,time,quadrat,depth,per_sediment,per_rock,per_organic,num_crayfish_seen,num_crayfish_caught,quadrat_notes
9/26/2017,2017,Fall,Downstream,02DRFA17,Yellow,Katherine_Jessie_Kayleigh,DFR,14:04,3,13,60,40,,,,
9/26/2017,2017,Fall,Downstream,02DRFA17,Yellow,HazelAtwill_MarinSmith_DeborahK,DSR,14:04,3,20,25,75,,1,,fish
9/16/2019,2019,Fall,Upstream,01URFA19,Lavender,1.4,USR,14:04,1,22.5,30,60,10,3,0,some brown algae
9/26/2019,2019,Fall,Downstream,03DRFA19,Blue,3.5,DFR,14:04,1,14,20,75,5,1,0,
9/26/2019,2019,Fall,Downstream,03DRFA19,Blue,3.4,DM,14:04,1,11,20,70,10,1,0,sponges
9/26/2019,2019,Fall,Downstream,03DRFA19,Blue,3.3,DSH,14:04,1,11,30,65,5,0,0,"couple of leaves, mostly rocks, no organisms"
9/21/2017,2017,Fall,Downstream,01DRFA17,Orange,ArianaBanks_Liz,DSP,14:05,1,18,15,85,,,,"relatively quick water flow, sunny spot, lots of sponge/algae"
10/5/2017,2017,Fall,Upstream,03URFA17,Orange,Liz_Deborah_Ariana,USH,14:05,1,20.5,40,60,,,,fish
9/17/2018,2018,Fall,Downstream,01DRFA18,Lavendar,1.4_Eli_Christian,DM,14:05,2,20.5,20,75,5,0,0,"lots of vary large rocks, less ""moss"" on rocks"
9/17/2018,2018,Fall,Downstream,01DRFA18,Lavendar,1.5_Kelly_Desi_Maya,DSH,14:05,2,38.5,24,75,1,3,1,"shady place, further upstream than previous quadrat"
10/4/2018,2018,Fall,Upstream,03URFA18,Pink,Suzie_Nahla,USH,14:05,1,24,65,30,5,0,0,a few dead leaves from nearby trees
9/16/2019,2019,Fall,Upstream,01URFA19,Lavender,1.3,UFR,14:05,1,25,33,65,5,3,0,lots of minnows
9/16/2019,2019,Fall,Upstream,01URFA19,Lavender,1.5,UM,14:05,1,21.5,5,93,2,0,0,"leaf matter present, moss on rocks, high water movement"
10/3/2019,2019,Fall,Upstream,03URFA19,White,3.3,UM,14:05,2,26,15,75,10,0,0,"more leaves than quadrat 1, one rock took up 25% area"
10/3/2019,2019,Fall,Upstream,03URFA19,White,3.1,USR,14:05,2,27,15,80,5,0,0,"leaf material, nothing else visible"
10/5/2017,2017,Fall,Upstream,03URFA17,Orange,SimranSahni_JuliaSilver,UM,14:06,3,22,80,20,,1,,
9/26/2019,2019,Fall,Downstream,03DRFA19,Blue,3.2,DSR,14:06,1,19,5,93,2,2,0,"lots of leaves, rocks"
9/26/2017,2017,Fall,Downstream,02DRFA17,Yellow,MakenaWagner_ChaimaraRiad_TamaraThomas,DM,14:07,3,16,10,90,,1,,
9/24/2019,2019,Fall,Upstream,02URFA19,Green,2.4,USR,14:07,2,15,10,85,5,2,0,less murky
9/21/2017,2017,Fall,Downstream,01DRFA17,Orange,Lorena_Lexie,DSR,14:08,2,23,20,80,,,,mostly pebbles
9/26/2019,2019,Fall,Downstream,03DRFA19,Blue,3.1,DSP,14:08,1,17,15,80,5,1,0,"sponge, 10 chunks"
9/17/2018,2018,Fall,Downstream,01DRFA18,Lavendar,1.1_Annika_Carina,DSP,14:09,2,9,20,80,0,0,0,"lots of large rocks, less sponge than quadrat 1"
9/17/2019,2019,Fall,Downstream,01DRFA19,Pink,2.2,DSR,14:09,2,21.5,35,60,5,6,0,"a little sunnier, slow water, lots of penny bugs!"
9/25/2017,2017,Fall,Upstream,01URFA17,Lavender,Grace_Clare,,14:10,2,16.5,0,100,,0,,algae
9/17/2018,2018,Fall,Downstream,01DRFA18,Lavendar,1.2_Jaylene_Kylee,DFR,14:10,2,14,25,70,5,4,0,"woody debris, leaf matter"
9/17/2018,2018,Fall,Downstream,01DRFA18,Lavendar,1.3_Jess_Jody_Gina,DSR,14:10,2,32,7,85,8,3,1,"many small fish, acorns"
10/2/2018,2018,Fall,Upstream,02URFA18,Yellow,2.3_Eleanor_Jenny_Anastasia,UM,14:10,2,37,30,60,10,0,0,
9/16/2019,2019,Fall,Upstream,01URFA19,Lavender,1.1,USH,14:10,1,43.5,40,50,10,0,1,"woody deris - small sticks, tadpole, algae present"
9/24/2019,2019,Fall,Upstream,02URFA19,Green,2.3,USU,14:10,2,20,30,60,10,0,0,"more invertebrates, more sunlight, most sediment, shallow, slower moving, warmer"
9/25/2017,2017,Fall,Upstream,01URFA17,Lavender,MargaretHewitt_GuinevereVanHorne,,14:11,2,13,5,95,,,,algae
10/2/2018,2018,Fall,Upstream,02URFA18,Yellow,2.2_Syl_Avery_Neeva,UFR,14:11,2,27,10,90,0,0,0,"leaf matter, partly silty, slime covering rocks"
10/3/2019,2019,Fall,Upstream,03URFA19,White,3.4,UFR,14:11,2,23,20,75,5,0,0,sponges present
9/21/2017,2017,Fall,Downstream,01DRFA17,Orange,SimranSahni_JuliaSilver,DFR,14:12,2,12,50,40,,,,algae on rocks
9/25/2017,2017,Fall,Upstream,01URFA17,Lavender,Colleen_Helena_Kira,,14:12,2,15,0,100,,,,fish
9/25/2017,2017,Fall,Upstream,01URFA17,Lavender,GraceP-M_Megan_Melissa,,14:12,2,33,15,85,,1,,
10/5/2017,2017,Fall,Upstream,03URFA17,Orange,Liz_Deborah_Ariana,USH,14:12,2,22.5,30,70,,,,fish
9/24/2019,2019,Fall,Upstream,02URFA19,Green,2.5,UM,14:12,2,10,10,10,75,0,1,crayfish family nearby
9/24/2019,2019,Fall,Upstream,02URFA19,Green,2.2,USH,14:12,2,44,15,75,10,1,0,"less leaf matter, no algae, lots of fish"
10/5/2017,2017,Fall,Upstream,03URFA17,Orange,SimranSahni_JuliaSilver,UM,14:13,4,20,90,10,,,,algae
9/25/2017,2017,Fall,Upstream,01URFA17,Lavender,Sunnie_Alice_Jodi,USH,14:14,2,20,5,95,,,,fish
9/24/2018,2018,Fall,Upstream,01URFA18,Blue,1.4_Eli_Christian,USH,14:14,2,12.5,45,50,5,0,0,"very few macroivertebrates, mostly rocks and leaf matter"
9/16/2019,2019,Fall,Upstream,01URFA19,Lavender,1.2,USU,14:14,1,11,33,66,3,0,0,lots of small fish swimming
9/26/2019,2019,Fall,Downstream,03DRFA19,Blue,3.5,DFR,14:14,2,20,25,65,10,0,0,
9/21/2017,2017,Fall,Downstream,01DRFA17,Orange,ArianaBanks_Liz,DSP,14:15,2,29,10,90,,,,
10/4/2018,2018,Fall,Upstream,03URFA18,Pink,Suzie_Nahla,USH,14:15,2,26.5,10,85,5,0,0,baby mussel?
10/4/2018,2018,Fall,Upstream,03URFA18,Pink,Claire_Isobel,USU,14:15,1,46,65,30,5,0,0,
10/3/2019,2019,Fall,Upstream,03URFA19,White,3.2,USU,14:15,2,11,60,30,10,2,0,
9/21/2017,2017,Fall,Downstream,01DRFA17,Orange,SimranSahni_JuliaSilver,DFR,14:17,3,12,50,50,,1,,lots of algae
9/16/2019,2019,Fall,Upstream,01URFA19,Lavender,1.4,USR,14:19,2,15,20,15,5,0,0,some brown algae
9/21/2017,2017,Fall,Downstream,01DRFA17,Orange,Lorena_Lexie,DSR,14:20,3,50,50,50,,,,mostly pebbles
9/25/2017,2017,Fall,Upstream,01URFA17,Lavender,Grace_Clare,,14:20,3,16.5,10,90,,8,,
9/17/2019,2019,Fall,Downstream,01DRFA19,Pink,2.4,DFR,14:20,2,15,35,55,10,1,0,
9/24/2019,2019,Fall,Upstream,02URFA19,Green,2.1,UFR,14:21,2,20,10,85,5,3,0,
9/26/2019,2019,Fall,Downstream,03DRFA19,Blue,3.3,DSH,14:24,2,18,15,80,5,0,0,"mostly rocks, large rocks"
9/21/2017,2017,Fall,Downstream,01DRFA17,Orange,ArianaBanks_Liz,DSP,14:25,3,19,20,80,,,,
9/26/2019,2019,Fall,Downstream,03DRFA19,Blue,3.4,DM,14:27,2,11,30,70,0,0,0,
9/26/2019,2019,Fall,Downstream,03DRFA19,Blue,3.1,DSP,14:27,2,12.5,30,70,0,0,0,"sponge, small chunks in 2 corners"
10/4/2018,2018,Fall,Upstream,03URFA18,Pink,Ella_Madison,UM,14:28,1,41.5,25,75,0,0,0,
10/4/2018,2018,Fall,Upstream,03URFA18,Pink,Claire_Isobel,USU,14:28,2,51.5,40,60,0,0,0,
9/16/2019,2019,Fall,Upstream,01URFA19,Lavender,1.1,USH,14:29,2,47,15,65,20,1,3,"woody derbis - large branch, little sediment, algae on rocks"
9/16/2019,2019,Fall,Upstream,01URFA19,Lavender,1.5,UM,14:30,2,10,7,90,3,0,0,direction of water is weird. kind of oriented towards opposite side of ri[v]er trail
9/17/2019,2019,Fall,Downstream,01DRFA19,Pink,2.3,DM,14:30,2,18,10,87,3,0,0,"faster moving water, shadier, shallower, smaller rocks, more sediment"
9/17/2019,2019,Fall,Downstream,01DRFA19,Pink,2.5,DSH,14:31,2,13.5,30,70,0,0,1,
9/17/2019,2019,Fall,Downstream,01DRFA19,Pink,2.1,DSP,14:31,2,16.5,30,69,1,2,0,"sponges, lots of crayfish"
10/4/2018,2018,Fall,Upstream,03URFA18,Pink,Katie_DL,USR,14:34,1,39,0,100,0,0,0,
9/16/2019,2019,Fall,Upstream,01URFA19,Lavender,1.2,USU,14:34,2,7,10,85,5,0,1,crayfish outside quadrat
9/26/2019,2019,Fall,Downstream,03DRFA19,Blue,3.2,DSR,14:37,2,12,30,70,0,1,0,"lots of leaves, rocks"
10/4/2018,2018,Fall,Upstream,03URFA18,Pink,Katie_DL,USR,14:38,2,40,0,100,0,0,0,
10/4/2018,2018,Fall,Upstream,03URFA18,Pink,Katie_DL,USR,14:45,3,63,40,60,0,2,0,
9/16/2019,2019,Fall,Upstream,01URFA19,Lavender,1.3,UFR,14:50,2,43,15,80,5,5,0,lots of minnows
6/1/2017,2017,Summer,Downstream,01DRSU17,Lavender,SC_LC_LW,,,1,42.5,15,85,,,,"small & medium rocks, some algae"
6/1/2017,2017,Summer,Downstream,01DRSU17,Lavender,SC_LC_LW,,,2,59,10,90,,,,"large and medium rocks, some sponge"
6/1/2017,2017,Summer,Downstream,01DRSU17,Lavender,SC_LC_LW,,,3,29,0,100,,,,
6/1/2017,2017,Summer,Downstream,01DRSU17,Lavender,SC_LC_LW,,,4,27,0,100,,,,"large and medium rocks, next to bank"
6/1/2017,2017,Summer,Downstream,01DRSU17,Lavender,SC_LC_LW,,,5,43.5,10,90,,,,"medium rocks, some sponge"
6/1/2017,2017,Summer,Upstream,01URSU17,Lavender,LW_LM,,,1,53.5,5,95,,,,
6/1/2017,2017,Summer,Upstream,01URSU17,Lavender,LW_LM,,,2,49.5,15,85,,,,algae present
6/1/2017,2017,Summer,Upstream,01URSU17,Lavender,LW_LM,,,3,41,25,75,,,,"algae present, caddisfly"
6/1/2017,2017,Summer,Upstream,01URSU17,Lavender,LW_LM,,,4,37,5,95,,,,"algae present, eggs?"
6/1/2017,2017,Summer,Upstream,01URSU17,Lavender,LW_LM,,,5,34,0,100,,,,"behind huge rock, flow is slow, algae present"
6/1/2017,2017,Summer,Upstream,01URSU17,Lavender,LW_LM,,,6,42,0,100,,,,algae present
6/1/2017,2017,Summer,Upstream,01URSU17,Lavender,LW_LM,,,7,53,0,100,,,,algae present
6/1/2017,2017,Summer,Upstream,01URSU17,Lavender,LW_LM,,,8,60,25,75,,,,
6/1/2017,2017,Summer,Upstream,01URSU17,Lavender,MP_SC_SQC,,,1,43.5,10,90,,,,"1 stick, medium rocks"
6/1/2017,2017,Summer,Upstream,01URSU17,Lavender,MP_SC_SQC,,,2,44,40,60,,,,lots of algae on rocks
6/1/2017,2017,Summer,Upstream,01URSU17,Lavender,MP_SC_SQC,,,3,43.4,10,90,,,,"small rocks, algae on rocks"
6/2/2017,2017,Summer,Downstream,02DRSU17,Green,SC_SQC,,,1,20.5,40,60,,,,"close to bank, near large log"
6/2/2017,2017,Summer,Downstream,02DRSU17,Green,SC_SQC,,,2,50.5,15,85,,,,"sponge, lots of caddisflies, center of river"
6/2/2017,2017,Summer,Downstream,02DRSU17,Green,SC_SQC,,,3,21,20,80,,,,"near far bank, algae"
6/2/2017,2017,Summer,Downstream,02DRSU17,Green,SC_SQC,,,4,27,0,100,,,,very close to far bank
6/2/2017,2017,Summer,Downstream,02DRSU17,Green,LM_LW,,,1,10.5,20,80,,,,"small rocks, by river bank"
6/2/2017,2017,Summer,Downstream,02DRSU17,Green,LM_LW,,,2,54,0,100,,,,small and medium rocks
6/2/2017,2017,Summer,Downstream,02DRSU17,Green,LM_LW,,,3,40,5,95,,,,medium rocks
6/2/2017,2017,Summer,Downstream,02DRSU17,Green,LM_LW,,,4,46,10,90,,,,medium and large rocks
6/2/2017,2017,Summer,Downstream,02DRSU17,Green,LM_LW,,,5,57,5,95,,,,large rocks
6/2/2017,2017,Summer,Downstream,02DRSU17,Green,LM_LW,,,6,38,20,80,,,,"small rocks, some algae"
6/2/2017,2017,Summer,Upstream,02URSU17,Green,LW_LC_SC,,,1,46.5,5,95,,,,medium rocks
6/2/2017,2017,Summer,Upstream,02URSU17,Green,LW_LC_SC,,,2,26,5,95,,,,medium rocks
6/2/2017,2017,Summer,Upstream,02URSU17,Green,LW_LC_SC,,,3,33,15,85,,,,medium rocks
6/2/2017,2017,Summer,Upstream,02URSU17,Green,LW_LC_SC,,,4,33,25,75,,,,some algae
6/2/2017,2017,Summer,Upstream,02URSU17,Green,LW_LC_SC,,,5,50,15,85,,,,
6/2/2017,2017,Summer,Upstream,02URSU17,Green,LW_LC_SC,,,6,41.5,20,80,,,,"behind rock, slow flow, some algae"
6/2/2017,2017,Summer,Upstream,02URSU17,Green,LW_LC_SC,,,7,29,5,95,,,,some algae
6/2/2017,2017,Summer,Upstream,02URSU17,Green,MP_SC,,,1,44,20,80,,,,1 crayfish swam away
6/2/2017,2017,Summer,Upstream,02URSU17,Green,MP_SC,,,2,35.5,5,95,,,,"medium large rocks, 2 crayfish got away"
6/2/2017,2017,Summer,Upstream,02URSU17,Green,MP_SC,,,3,29,0,100,,,,
6/5/2017,2017,Summer,Downstream,03DRSU17,Orange,SC_LW,,,1,26,10,90,,,,
6/5/2017,2017,Summer,Downstream,03DRSU17,Orange,SC_LW,,,2,19,0,100,,,,"shallow, far bank, fast flow"
6/5/2017,2017,Summer,Downstream,03DRSU17,Orange,SC_LW,,,3,15.5,0,100,,,,"1 large rock, fast flow, sponge"
6/5/2017,2017,Summer,Downstream,03DRSU17,Orange,SC_LW,,,4,29,5,95,,,,"sponge, 1 escaped crayfish"
6/5/2017,2017,Summer,Downstream,03DRSU17,Orange,SC_LW,,,5,22,10,90,,,,"near close bank, tons of sponge"
6/5/2017,2017,Summer,Downstream,03DRSU17,Orange,MP_LW,,,1,15.5,5,95,,,,"medium rocks, far bank"
6/5/2017,2017,Summer,Downstream,03DRSU17,Orange,MP_LW,,,2,27.5,10,90,,,,"medium rocks, far bank"
6/5/2017,2017,Summer,Downstream,03DRSU17,Orange,MP_LW,,,3,37,5,95,,,,"small rocks, algae, 1 crayfish caught"
6/5/2017,2017,Summer,Downstream,03DRSU17,Orange,MP_LW,,,4,40,10,90,,,,"small rocks, algae, "
6/5/2017,2017,Summer,Downstream,03DRSU17,Orange,MP_LW,,,5,28,25,75,,,,"mostly small rocks, weird orange rock and dirt, near bank, lots of caddisflies"
6/5/2017,2017,Summer,Upstream,03URSU17,Orange,MP_LM,,,1,31.5,0,100,,,,"near edge, slow flow, large rocks, 5 crayfish total but only 2 caught"
6/5/2017,2017,Summer,Upstream,03URSU17,Orange,MP_LM,,,2,47,30,70,,,,"smaller rocks, middle of river, some algae on rocks"
6/5/2017,2017,Summer,Upstream,03URSU17,Orange,MP_LM,,,3,32,15,85,,,,"large & small rocks, far egde"
6/5/2017,2017,Summer,Upstream,03URSU17,Orange,MP_LM,,,4,31.5,10,90,,,,"small rocks, far edge, behind large rock"
6/5/2017,2017,Summer,Upstream,03URSU17,Orange,MP_LM,,,5,32,20,80,,,,"near bank, medium rocks"
6/5/2017,2017,Summer,Upstream,03URSU17,Orange,SC_LW,,,1,29,30,70,,,,
6/5/2017,2017,Summer,Upstream,03URSU17,Orange,SC_LW,,,2,41,65,35,,,,close to sand bar
6/5/2017,2017,Summer,Upstream,03URSU17,Orange,SC_LW,,,3,45.5,0,100,,,,"lost 1 crayfish, algae, sponge"
6/5/2017,2017,Summer,Upstream,03URSU17,Orange,SC_LW,,,4,45,5,95,,,,sponges
6/5/2017,2017,Summer,Upstream,03URSU17,Orange,SC_LW,,,5,44,0,100,,,,
9/21/2017,2017,Fall,Downstream,01DRFA17,Orange,Chase_Megan_Bri,DM,,1,14,,,,,,
9/21/2017,2017,Fall,Downstream,01DRFA17,Orange,Chase_Megan_Bri,DM,,2,32,,,,,,
9/21/2017,2017,Fall,Downstream,01DRFA17,Orange,Chase_Megan_Bri,DM,,3,41,,,,,,
9/21/2017,2017,Fall,Downstream,01DRFA17,Orange,Grace_Tidwell_Emma,DSH,,1,9,50,50,,,,
9/21/2017,2017,Fall,Downstream,01DRFA17,Orange,Grace_Tidwell_Emma,DSH,,2,15,30,70,,,,
9/21/2017,2017,Fall,Downstream,01DRFA17,Orange,Grace_Tidwell_Emma,DSH,,3,15,50,50,,,,
9/26/2017,2017,Fall,Downstream,02DRFA17,Yellow,Bea_Shannon_Emma,DSP,,1,12,20,80,,1,,sponges
9/26/2017,2017,Fall,Downstream,02DRFA17,Yellow,Bea_Shannon_Emma,DSP,,2,18,75,25,,,,"algae, sponges"
9/26/2017,2017,Fall,Downstream,02DRFA17,Yellow,Bea_Shannon_Emma,DSP,,3,16,10,90,,,,sponges
10/2/2017,2017,Fall,Downstream,03DRFA17,Lavender,Amanda_Sarah_Elena,,,2,22,25,75,,2,,fish
10/2/2017,2017,Fall,Downstream,03DRFA17,Lavender,Amanda_Sarah_Elena,,,3,15,2,98,,,2,algae
10/3/2017,2017,Fall,Upstream,02URFA17,Yellow,MP_NH,UFR,,3,16.5,0,100,,1,1,lots of leaves
10/3/2017,2017,Fall,Upstream,02URFA17,Yellow,MP_NH,UFR,,4,18,35,65,,1,1,1 medium stick
10/3/2017,2017,Fall,Upstream,02URFA17,Yellow,DL_SC,UFR,,3,32.5,50,50,,1,0,"10% organic material,"
10/3/2017,2017,Fall,Upstream,02URFA17,Yellow,MP_NH,UM,,1,17,15,85,,0,0,
10/3/2017,2017,Fall,Upstream,02URFA17,Yellow,MP_NH,UM,,2,12.5,5,95,,0,0,"leaf litter clump, algae on rocks"
10/3/2017,2017,Fall,Upstream,02URFA17,Yellow,MP_NH,UM,,5,11,1,99,,0,0,"leaf litter clumps, algae on rocks"
10/3/2017,2017,Fall,Upstream,02URFA17,Yellow,MP_NH,USH,,6,16.5,10,90,,2,0,"leaf litter clumps,"
10/3/2017,2017,Fall,Upstream,02URFA17,Yellow,MP_NH,USH,,7,19.5,35,65,,1,1,
10/3/2017,2017,Fall,Upstream,02URFA17,Yellow,DL_SC,USH,,5,21,10,90,,2,0,"40% organic, fish"
10/3/2017,2017,Fall,Upstream,02URFA17,Yellow,DL_SC,USR,,1,12,60,40,,1,0,"25% leaf litter, 1 small fish,"
10/3/2017,2017,Fall,Upstream,02URFA17,Yellow,DL_SC,USR,,2,12.5,30,70,,2,0,"10% leaf, fish"
10/3/2017,2017,Fall,Upstream,02URFA17,Yellow,DL_SC,USR,,4,14,45,55,,0,0,5% organic debris
10/5/2017,2017,Fall,Upstream,03URFA17,Orange,Grace_Emma,UFR,,1,44,75,25,,,,3 fish
10/5/2017,2017,Fall,Upstream,03URFA17,Orange,Grace_Emma,UFR,,2,50,50,50,,,,
10/5/2017,2017,Fall,Upstream,03URFA17,Orange,Grace_Emma,UFR,,3,53.5,85,15,,,,
10/5/2017,2017,Fall,Upstream,03URFA17,Orange,Grace_Emma,UFR,,4,57,80,20,,,,
10/5/2017,2017,Fall,Upstream,03URFA17,Orange,Chase_Megan_Kate,USH,,1,62,20,80,,,,
10/4/2018,2018,Fall,Upstream,03URFA18,Pink,Renee_Chase,UFR,,1,,,,,,,
10/4/2018,2018,Fall,Upstream,03URFA18,Pink,Renee_Chase,UFR,,2,,,,,,,
10/4/2018,2018,Fall,Upstream,03URFA18,Pink,Ella_Madison,UM,,2,34.5,20,80,0,0,0,
6/3/2019,2019,Summer,Downstream,02DRSU19,Green,,DM,,1,32,10,90,0,0,0,
6/3/2019,2019,Summer,Downstream,02DRSU19,Green,,DM,,2,25,5,95,0,0,0,A little bit of sponge
6/4/2019,2019,Summer,Downstream,03DRSU19,Yellow,,DSP,,1,14,2,98,0,0,0,
6/4/2019,2019,Summer,Downstream,03DRSU19,Yellow,,DSP,,2,21.2,20,80,0,0,0,
9/23/2019,2019,Fall,Downstream,02DRFA19,Orange,1.4,DM,,1,17.5,10,88,2,1,0,
9/23/2019,2019,Fall,Downstream,02DRFA19,Orange,1.4,DM,,2,14,8,90,2,0,0,
