date,BvA,year,season,sampleTime,location,habitat,sampleID,labelColor,microhabitat,quadrat,vial,acceptedTaxonID,taxonRank,scientificName,phylum,subphylum,class,order,family,subfamily,tribe,genus,species,organism_aggr,notes,number,tolerance,FFG,FFG2,Habit,Habit2
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSH,2,11,PHISP,family,Philopotamidae sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Philopotamidae,NA,NA,unknown_philopotamid,NA,unknown_philopotamid,pupa,1,4,cf,NA,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSH,2,7,PHISP,family,Philopotamidae sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Philopotamidae,NA,NA,unknown_philopotamid,NA,unknown_philopotamid,pupa,2,4,cf,NA,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSH,2,12E,PLASP17,genus,Plauditus sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Plauditus,NA,Plauditus,NA,1,4,cg,NA,sw,clg
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSP,2,4H,PLASP17,genus,Plauditus sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Plauditus,NA,Plauditus,NA,2,4,cg,NA,sw,clg
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DFR,2,5,PROSP23,genus,Procladius sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,Procladiini,Procladius,NA,midges,NA,1,9,prd,cg,spr,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DFR,2,6,PYCSP1,genus,Pycnopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,NA,NA,Pycnopsyche,NA,Pycnopsyche,NA,1,4,sh,scr,spr,clg
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DM,2,9,PYCSP1,genus,Pycnopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,NA,NA,Pycnopsyche,NA,Pycnopsyche,NA,3,4,sh,scr,spr,clg
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSP,2,3,PYCSP1,genus,Pycnopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,NA,NA,Pycnopsyche,NA,Pycnopsyche,NA,1,4,sh,scr,spr,clg
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DFR,2,1,RHYSP3,genus,Rhyacophila sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila,NA,Rhyacophila,caterpillar-like accessory anal hook,1,1,prd,om,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DM,2,9,RHYSP3,genus,Rhyacophila sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila,NA,Rhyacophila,NA,1,1,prd,om,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSH,2,11,RHYSP3,genus,Rhyacophila sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila,NA,Rhyacophila,NA,3,1,prd,om,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSP,2,3,RHYSP3,genus,Rhyacophila sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila,NA,Rhyacophila,NA,1,1,prd,om,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DM,2,11,SPESP4,genus,Sperchon sp.,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Sperchontidae,NA,NA,Sperchon,NA,Sperchon,NA,1,8,prd,NA,sw,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSH,2,1,SPESP4,genus,Sperchon sp.,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Sperchontidae,NA,NA,Sperchon,NA,Sperchon,NA,1,8,prd,NA,sw,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSR,2,6,SPESP5,genus,Sperchonopsis sp.,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Sperchontidae,NA,NA,Sperchonopsis,NA,Sperchonopsis,NA,1,8,prd,NA,spr,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSR,2,5G,STEINT,species,Stenacron interpunctatum,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Stenacron,interpunctatum,Stenacron_interpunctatum,NA,3,7,cg,NA,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DFR,2,11,STESP6,genus,Stenelmis sp.,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Stenelmis,decorata,Stenelmis,adult,5,5,scr,cg,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DM,2,7,STESP6,genus,Stenelmis sp.,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Stenelmis,decorata,Stenelmis,adults,6,5,scr,cg,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSH,2,6,STESP6,genus,Stenelmis sp.,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Stenelmis,decorata,Stenelmis,adult,1,5,scr,cg,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSH,2,6,STESP6,genus,Stenelmis sp.,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Stenelmis,decorata,Stenelmis,larvae,1,5,scr,cg,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSP,2,9,STESP6,genus,Stenelmis sp.,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Stenelmis,decorata,Stenelmis,adult,4,5,scr,cg,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSP,2,9,STESP6,genus,Stenelmis sp.,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Stenelmis,decorata,Stenelmis,larva,8,5,scr,cg,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DM,2,5,STYHER,species,Stylodrilus heringianus,Annelida,NA,Clitellata,Lumbriculida,Lumbriculidae,NA,NA,Stylodrilus,heringianus,segmented_worms,NA,1,5,cg,NA,bur,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSH,2,5,STYHER,species,Stylodrilus heringianus,Annelida,NA,Clitellata,Lumbriculida,Lumbriculidae,NA,NA,Stylodrilus,heringianus,segmented_worms,NA,1,5,cg,NA,bur,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSP,2,2,STYHER,species,Stylodrilus heringianus,Annelida,NA,Clitellata,Lumbriculida,Lumbriculidae,NA,NA,Stylodrilus,heringianus,segmented_worms,pouched vessels,3,5,cg,NA,bur,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSR,2,10,STYHER,species,Stylodrilus heringianus,Annelida,NA,Clitellata,Lumbriculida,Lumbriculidae,NA,NA,Stylodrilus,heringianus,segmented_worms,NA,1,5,cg,NA,bur,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSR,2,9,TAESP3,genus,Taeniopteryx sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Taeniopterygidae,NA,NA,Taeniopteryx,NA,Taeniopteryx,single coxal gill at the base of each leg,4,2,sh,cg,spr,clg
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSP,2,4E,TELDEF,species,Teloganopsis deficiens,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Teloganopsis,deficiens,Teloganopsis_deficiens,Checked by Marney,3,2,cg,NA,clg,NA
5/28/2019,After,2019,Summer,Summer 2019,Downstream,Riffle,01DRSU19,Lavender,DSH,2,1,TORSP6,genus,Torrenticola sp.,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Torrenticolidae,NA,NA,Torrenticola,NA,Torrenticola,NA,1,5,prd,NA,spr,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UM,2,1C,ACETUR,species,Acentrella turbida,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Acentrella,turbida,Acentrella,NA,10,4,cg,NA,sw,clg
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,6F,ACETUR,species,Acentrella turbida,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Acentrella,turbida,Acentrella,NA,6,4,cg,NA,sw,clg
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,2I,ACETUR,species,Acentrella turbida,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Acentrella,turbida,Acentrella,NA,16,4,cg,NA,sw,clg
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UFR,2,6,ANTSP9,genus,Antocha sp.,Arthropoda,Hexapoda,Insecta,Diptera,Tipulidae,NA,NA,Antocha,NA,Antocha,larvae,2,3,cg,NA,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,2,ANTSP9,genus,Antocha sp.,Arthropoda,Hexapoda,Insecta,Diptera,Tipulidae,NA,NA,Antocha,NA,Antocha,larvae,1,3,cg,NA,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,9,ANTSP9,genus,Antocha sp.,Arthropoda,Hexapoda,Insecta,Diptera,Tipulidae,NA,NA,Antocha,NA,Antocha,fly larva,1,3,cg,NA,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UFR,2,3,APASP2,genus,Apatania sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Apataniidae,NA,NA,Apatania,NA,Apatania,NA,2,3,scr,cg,clg,cli
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,5,APASP2,genus,Apatania sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Apataniidae,NA,NA,Apatania,NA,Apatania,NA,1,3,scr,cg,clg,cli
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,13,APASP2,genus,Apatania sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Apataniidae,NA,NA,Apatania,NA,Apatania,NA,10,3,scr,cg,clg,cli
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,6,ATTSP1,genus,Attaneuria sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Attaneuria,NA,Attaneuria,NA,1,3,prd,NA,NA,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UM,2,6D,BAESP2,genus,Baetis sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,Baetis,NA,1,4,cg,scr,sw,clg
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,6E,BAESP2,genus,Baetis sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,Baetis,NA,2,4,cg,scr,sw,clg
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,2F,BAESP2,genus,Baetis sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,Baetis,NA,1,4,cg,scr,sw,clg
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,2H,BAESP2,genus,Baetis sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,Baetis,NA,4,4,cg,scr,sw,clg
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,4,CERBRO,species,Ceratopsyche bronta,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,bronta,Hydropsyche,NA,1,6,cf,om,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,1,CERBRO,species,Ceratopsyche bronta,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,bronta,Hydropsyche,NA,1,6,cf,om,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,4,CERMOR,species,Ceratopsyche morosa,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,morosa,Hydropsyche,NA,1,6,cf,om,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,1,CERMOR,species,Ceratopsyche morosa,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,morosa,Hydropsyche,ventral pattern incomplete,1,6,cf,om,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,1,CERMOR,species,Ceratopsyche morosa,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,morosa,Hydropsyche,missing ventral w,1,6,cf,om,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UM,2,2,CERSP11,species,Ceratopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,NA,Hydropsyche,NA,1,6,cf,om,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,3,CERSP11,species,Ceratopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,NA,Hydropsyche,pupa,1,6,cf,om,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,12,CERSP11,species,Ceratopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,NA,Hydropsyche,emerging adult,1,6,cf,om,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,1,CERSPA1,species,Ceratopsyche sparna,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,sparna,Hydropsyche,NA,1,6,cf,om,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,1,CERSPA1,species,Ceratopsyche sparna,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,sparna,Hydropsyche,NA,1,6,cf,om,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UM,2,2,CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,NA,1,5,cf,NA,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,4,CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,NA,1,5,cf,NA,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,4,CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,NA,1,5,cf,NA,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,1,CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,NA,1,5,cf,NA,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,5,CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,pupating to adult,1,5,cf,NA,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,1,CHESP5,genus,Cheumatopsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,NA,3,5,cf,NA,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,1,CHISP7,genus,Chimarra sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Philopotamidae,NA,NA,Chimarra,obscurra,Chimarra_obscura,NA,1,4,cf,NA,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,2D,CINSP1,genus,Cinygmula sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Cinygmula,NA,Cinygmula,Checked by Marney,1,2,scr,cg,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UM,2,4,CLISP2,genus,Clinocera sp.,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,NA,NA,Clinocera,NA,Clinocera,NA,2,6,prd,prc,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UFR,2,2D,DANSP1,genus,Dannella sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Dannella,simplex,Dannella,NA,1,2,cg,NA,clg,spr
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,2C,DANSP1,genus,Dannella sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Dannella,simplex,Dannella,NA,7,2,cg,NA,clg,spr
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UM,2,6,DRUSP,genus,Drunella sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Drunella,walkeri,Drunella,NA,1,0,scr,NA,clg,spr
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,2F,DRUSP,genus,Drunella sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Drunella,walkeri,Drunella,NA,2,0,scr,NA,clg,spr
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UM,2,1A,EPEVIT,species,Epeorus vitreus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,vitreus,Epeorus,NA,2,0,scr,cg,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,6A,EPEVIT,species,Epeorus vitreus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,vitreus,Epeorus,NA,1,0,scr,cg,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,2C,EPEVIT,species,Epeorus vitreus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,vitreus,Epeorus,NA,7,0,scr,cg,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UM,2,1B,EPHDOR,speciesGroup,Ephemerella dorothea/excrucians,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,dorothea,Ephemerella,NA,1,1,cg,scr,clg,sw
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UM,2,6C,EPHDOR,speciesGroup,Ephemerella dorothea/excrucians,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,dorothea,Ephemerella,NA,5,1,cg,scr,clg,sw
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,6C,EPHDOR,speciesGroup,Ephemerella dorothea/excrucians,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,dorothea,Ephemerella,NA,8,1,cg,scr,clg,sw
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,2D,EPHDOR,speciesGroup,Ephemerella dorothea/excrucians,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,dorothea,Ephemerella,NA,1,1,cg,scr,clg,sw
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,2E,EPHDOR,speciesGroup,Ephemerella dorothea/excrucians,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,dorothea,Ephemerella,NA,27,1,cg,scr,clg,sw
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,9,EUKSP,genus,Eukiefferiella sp.,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Eukiefferiella,NA,midges,NA,1,5,cg,om,spr,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,3,GLOELO,species,Gloiobdella elongata,Annelida,NA,Clitellata,Hirudina,Glossiphoniidae,NA,NA,Gloiobdella,elongata,leeches,NA,1,8,prd,NA,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,5,GLOSP1,family,Glossosomatidae sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,NA,NA,unknown_glossosomatid,pupating larvae,2,1,scr,NA,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UM,2,2,HYDSP23,genus,Hydropsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,NA,Hydropsyche,NA,1,6,cf,om,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,3,HYDSP23,genus,Hydropsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,NA,Hydropsyche,pupa,1,6,cf,om,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,12,HYDSP23,genus,Hydropsyche sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,NA,Hydropsyche,emerging adult,1,6,cf,om,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,2J,ISOSP6,genus,Isonychia sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,bicolor,Isonychia,NA,1,2,cf,prd,sw,clg
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,2J,ISOSP6,genus,Isonychia sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,bicolor,Isonychia,NA,1,2,cf,prd,sw,clg
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,10,ISOSP9,genus,Isoperla sp.,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Isoperla,NA,Isoperla,unique shape/ patern longitudinal stripes apical/ subapical teeth,1,2,prd,cg,clg,spr
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,7,LEBSP1,genus,Lebertia sp.,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Lebertiidae,NA,NA,Lebertia,NA,Lebertia,NA,1,8,prd,NA,sw,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,5,LEBSP1,genus,Lebertia sp.,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Lebertiidae,NA,NA,Lebertia,NA,Lebertia,NA,1,8,prd,NA,sw,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,13,LEPSP7,family,Leptoceridae sp.,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,NA,NA,NA,NA,unknown_leptocerid,tarsal clae curved/slender (curved lines = maso,1,4,sh,NA,cli,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,UFR,2,2C,LEUSP7,genus,Leucrocuta sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,Leucrocuta,NA,14,1,scr,cg,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USH,2,6B,LEUSP7,genus,Leucrocuta sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,Leucrocuta,NA,2,1,scr,cg,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,2B,LEUSP7,genus,Leucrocuta sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,Leucrocuta,NA,11,1,scr,cg,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USU,2,2B,LEUSP7,genus,Leucrocuta sp.,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,Leucrocuta,NA,9,1,scr,cg,clg,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,6,LUMSP1,suborder,Lumbricina sp.,Annelida,NA,Clitellata,Lumbricina,unknown_Lumbricina,NA,NA,unknown_Lumbricina,NA,segmented_worms,earthworm too large to slidemount,1,6,cg,NA,bur,NA
5/30/2019,After,2019,Summer,Summer 2019,Upstream,Riffle,01URSU19,Orange,USR,2,6,LUMSP1,suborder,Lumbricina sp.,Annelida,NA,Clitellata,Lumbricina,unknown_Lumbricina,NA,NA,unknown_Lumbricina,NA,segmented_worms,earthworm too large to slidemount,1,6,cg,NA,bur,NA
