date,year,season,location,sampleID,sampling,sky,startTime,endTime,microhabitat,quadrat,lat,long,alt,depth,pH,wTemp,DO,light,flow,turb,cond,aTemp,notes
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,14:02,14:04,DSH,1,42.31526,-72.6412,43,20.5,7.56,16.2,9.93,32,0.442,7.7,130.1,19.4,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,14:04,14:06,DSH,2,42.3153,-72.641119,48,21,7.57,16.3,9.93,46,0.366,9.7,130,19.3,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,14:06,14:08,DSH,3,42.31537,-72.64123,41,25.5,7.56,16.3,9.96,36,0.371,7,130.2,19.1,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,14:08,14:10,DSP,1,42.31547,-72.64103,68,19.5,7.6,16.4,9.98,108,0.175,9.8,128.6,19.7,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,14:10,14:12,DSP,2,42.31545,-72.64112,57,21,7.6,16.4,9.99,150,0.205,7.6,130.2,19.9,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,14:12,14:14,DSP,3,42.31544,-72.64115,63,18.5,7.6,16.4,9.98,136,0.16,6.8,129.7,19.9,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,14:14,14:16,DM,1,42.31514,-72.6411,54,32,7.58,16.4,9.98,72,0.064,6.6,130.9,19.3,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,14:16,14:19,DM,2,42.31511,-72.64115,51,25,7.57,16.3,9.97,85,0.055,4.6,130.5,19.4,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,14:41,14:43,DM,3,42.31509,-72.6411,52,31,7.58,16.4,9.97,112,0.121,6.2,129.8,19.5,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,14:43,14:45,USR,1,42.31927,-72.65488,60,31.5,7.75,15.8,10.08,32,0.06,5.9,129.8,18.6,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,14:45,14:47,USR,2,42.31923,-72.65485,54,25,7.74,15.8,10.08,27,0.036,4.7,130.5,18.7,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,14:47,14:49,USR,3,42.31934,-72.65485,57,26,7.75,15.8,10.09,29,0.098,4.8,131.3,18.6,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,14:49,14:51,UM,1,42.31935,-72.65486,50,26,7.74,15.8,10.09,28,0.495,6.4,129.1,17.3,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,14:51,14:53,UM,2,42.3193,-72.65482,38,23,7.73,15.8,10.1,28,0.492,6.8,125.5,17,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,14:53,14:55,UM,3,42.31933,-72.65478,46,26,7.74,15.8,10.08,27,0.294,4.9,126.8,17,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,14:55,14:57,UFR,1,42.31935,-72.65464,52,36,7.72,15.8,10.08,17,0.072,4.6,129.8,16.4,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,14:57,14:59,UFR,2,42.31934,-72.65466,44,33.5,7.72,15.8,10.06,26,0.108,7.6,131.1,16.7,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,14:59,15:01,UFR,3,42.31936,-72.65467,38,30,7.72,15.8,10.06,33,0.163,5.7,130,17.2,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,15:01,15:03,USH,1,42.32041,-72.65371,58,38,7.72,15.8,10.07,56,0.281,3.8,117.8,17.5,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,15:03,15:05,USH,2,42.3204,-72.65365,77,46,7.72,15.8,10.07,60,0.298,3.6,117.6,17.8,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,15:05,15:07,USH,3,42.3244,-72.65374,65,52,7.72,15.8,10.07,52,0.438,3.3,119.8,18.1,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,15:07,15:09,USU,1,42.32031,-72.65352,85,32,7.72,15.8,10.06,182,0.434,6.6,117.6,19,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,15:09,15:11,USU,2,42.32037,-72.65357,63,22,7.72,15.9,10.06,194,0.242,5.2,118.5,19,
6/14/2019,2019,Summer,Upstream,waterQ_SU19UR,water,cloudy w little rain,15:11,15:18,USU,3,42.32035,-72.65356,76,37,7.73,15.8,10.06,183,0.47,5.7,119,19.7,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,USU,2,,,,,,,,,,4.5,189.8,,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,USU,1,42.32042,-7265350,31,,8.11,17.3,10.37,,,6.8,190.2,21.3,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,USH,2,,,,,,,,,,4.6,190.7,,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,UM,3,,,,,,,,,,4.3,195.5,,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,UM,2,,,,,,,,,,4.4,195.8,,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,USR,2,,,,,,,,,,6.9,195.9,,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,USR,1,42.31021,-72.6547,51,,8.05,17.2,10.38,,,19.2,196,23.2,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,USU,3,,,,,,,,,,6,196.1,,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,USR,3,,,,,,,,,,10.9,196.2,,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,UM,1,42.31929,-72.65477,65,,8.14,17.5,10.43,,,5.9,196.6,23.2,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,UFR,2,,,,,,,,,,5.9,196.7,,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,UFR,1,42.3103,-72.65462,54,,8.08,17.3,10.45,,,7.4,196.7,21.5,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,UFR,3,,,,,,,,,,6.6,197.7,,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,USH,3,,,,,,,,,,2.7,201.9,,
9/16/2019,2019,Fall,Upstream,01URFA19,macros,sky: mostly sunny,,,USH,1,42.32043,-72.65364,71,,8.11,17.3,10.35,,,6.5,204.1,20.8,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DSH,3,,,,,,,,,,8.1,202.4,,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DSP,2,,,,,,,,,,10.9,203.3,,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DSH,2,,,,,,,,,,7.7,203.9,,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DFR,3,,,,,,,,,,11.4,203.9,,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DSP,3,,,,,,,,,,8.1,204,,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DSH,1,42.31531,-72.6412,53,,7.48,19.3,10.03,,,7.7,204.7,21.6,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DFR,1,42.31504,-72.64114,44,,7.48,19.1,9.83,,,12,204.9,22,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DSR,2,,,,,,,,,,8.1,205,,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DFR,2,,,,,,,,,,8.4,205,,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DM,2,,,,,,,,,,23.6,205.1,,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DM,1,42.31509,-72.64103,41,,7.48,19.2,9.91,,,7.6,205.3,21.6,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DSP,1,42.31532,-72.64103,43,,7.51,19.2,9.91,,,8.7,205.8,23.2,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DSR,3,,,,,,,,,,7.1,206.5,,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DSR,1,42.31507,-72.64112,40,,7.43,19,9.73,,,10.8,206.7,21.8,
9/17/2019,2019,Fall,Downstream,01DRFA19,macros,sky: sunny,,,DM,3,,,,,,,,,,11.1,223.7,,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DM,1,,,52,,7.63,19.8,9.93,,,7.7,216.3,31.7,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DSP,3,,,,,,,,,,4.8,216.8,,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DSP,2,,,,,,,,,,12.1,216.8,,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DSH,3,,,,,,,,,,6.9,218.7,,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DSH,2,,,,,,,,,,8.3,218.7,,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DFR,3,,,,,,,,,,8.2,218.8,,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DM,3,,,,,,,,,,6.3,219.1,,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DFR,2,,,,,,,,,,7,219.4,,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DSR,2,,,,,,,,,,29,219.5,,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DSP,1,,,43,,7.56,19.5,10,,,7,220.3,31.7,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DSH,1,,,47,,7.58,19.5,10.03,,,6.9,220.5,32,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DM,2,,,,,,,,,,9,220.9,,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DFR,1,,,47,,7.57,19.7,9.9,,,9.1,221.1,31,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DSR,3,,,,,,,,,,14.9,221.5,,
9/23/2019,2019,Fall,Downstream,02DRFA19,macros,sky: mostly sunny,,,DSR,1,,,47,,7.56,20,9.7,,,23.8,223.7,34.2,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,UFR,3,,,,,,,,,,6.2,208.7,,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,USU,1,42.32037,-72.65355,74,,8.12,18.4,9.98,,,7,209.4,20,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,USU,2,,,,,,,,,,7.6,210.2,,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,USH,2,,,,,,,,,,6.6,211.1,,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,USH,1,42.32052,-72.65364,61,,8.1,18.3,10.22,,,4.9,211.2,20.2,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,UFR,1,42.31936,-72.65463,61,,8.06,18.3,10.44,,,8.7,211.4,20.4,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,UM,2,,,,,,,,,,5.4,213.3,,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,UFR,2,,,,,,,,,,4.7,213.5,,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,UM,1,42.31937,-72.6548,51,,8.2,18.4,10.55,,,4.1,214.6,20.6,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,UM,3,,,,,,,,,,4.2,215.2,,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,USU,3,,,,,,,,,,6,217,,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,USH,3,,,,,,,,,,3.4,217.1,,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,USR,3,,,,,,,,,,16.4,220.4,,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,USR,2,,,,,,,,,,21.7,222.8,,
9/24/2019,2019,Fall,Upstream,02URFA19,macros,"sky: cloudy, a few showers",,,USR,1,42.31921,-72.65492,71,,7.75,18,10.08,,,11.3,223.9,21,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DFR,3,,,,,,,,,,11.4,210.6,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DFR,2,,,,,,,,,,7,215.2,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DSH,3,,,,,,,,,,24.4,215.8,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DSR,2,,,,,,,,,,32.7,216.4,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DM,1,,,,,7.4,,,,,9.6,217.1,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DSH,2,,,,,,,,,,8.6,217.6,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DSP,3,,,,,,,,,,7.3,217.8,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DFR,1,,,,,7.42,,,,,17.8,218,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DSH,1,,,,,7.4,,,,,10.9,218.2,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DSR,3,,,,,,,,,,34,218.2,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DSP,1,,,,,7.36,,,,,21.2,218.3,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DSP,2,,,,,,,,,,21.2,218.6,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DM,3,,,,,,,,,,9.9,219.9,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DM,2,,,,,,,,,,9,220.6,,
9/26/2019,2019,Fall,Downstream,03DRFA19,macros,"sky: cloudy, rainy",,,DSR,1,,,,,7.45,,,,,15,222.9,,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,USU,1,42.32037,-72.65347,60,24.7,7.98,15.2,10.75,40,0.211,10.4,208.2,18,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,USU,2,42.32037,-72.6535,60,28,7.99,15.2,10.76,50,0.195,6.8,209.6,17.9,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,UFR,1,42.31932,-72.65465,54,30.2,7.95,14.8,10.95,33,0.007,16.1,210.8,18.7,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,UM,3,42.3194,-72.65475,59,16.3,8.03,15.2,10.98,829,0.015,12,211.4,22.9,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,UM,1,42.31941,-72.65475,60,24.5,8.03,15,10.99,644,0.018,10.3,211.8,23,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,USU,3,42.32039,-72.65344,55,34.4,7.97,15.2,10.71,75,0.173,9.8,211.9,17.9,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DSH,2,42.31532,-72.64121,,11.3,7.58,18,10.35,11,0.137,25.9,213,18.25,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DSR,3,42.31506,-72.64113,,15.9,7.58,18.1,10.27,64,0,9.8,213.4,17.6,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,USH,1,42.32042,-72.65361,65,44,7.93,15.2,10.71,18,0.123,9.1,213.5,18.3,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,UFR,3,42.31943,-72.65463,54,47.8,7.97,14.9,10.91,31,0.024,12.2,213.6,18.6,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,UM,2,42.31941,-72.6548,59,13.8,8.06,15.2,10.82,701,0.297,8.5,213.7,23,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DSH,3,42.31528,-72.64118,,14.1,7.59,18,10.33,11,0.035,8.7,213.9,18.3,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,USR,2,42.31916,-72.65485,57,23.8,7.93,14.7,10.84,92,0.007,4.9,214.2,18.4,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,UFR,2,42.31941,-72.65465,53,20.8,7.93,14.9,10.87,45,0.008,9.4,214.3,18.7,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DFR,3,42.3151,-72.64118,,16.3,7.58,18.1,10.26,32,0.043,18.6,214.4,18.4,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,USR,3,42.31922,-72.65478,55,19.9,8.01,14.8,10.89,114,0.007,6.6,214.6,18.6,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,USR,1,42.31921,-72.65483,61,11.5,7.91,14.9,10.28,70,0.008,13.8,215.1,18.9,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DSH,1,42.31525,-72.64115,,10.5,7.58,18.1,10,18,0.084,7.2,215.5,18.8,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,USH,3,42.32051,-72.65361,62,74.8,7.95,15.2,10.65,8,0.011,7.8,215.5,17.8,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DM,1,42.31518,-72.641106,,21,7.61,18,10.27,78,0.24,12.2,215.5,19.8,
9/30/2019,2019,Fall,Upstream,waterQ_FA19UR01,water,sky: mostly sunny,,,USH,2,42.32046,-72.6536,62,48.8,7.95,15.2,10.73,12,0.033,4.3,216.6,18.1,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DFR,1,42.31504,-72.64112,,10.6,7.58,18,10.17,28,0,9.6,217.1,18,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DSP,1,42.31529,-72.64108,,17,7.61,18,10.17,568,0.136,14.6,217.7,19,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DM,3,42.31514,-72.64111,,24.6,7.61,18.1,10.28,52,0.061,9.4,218.2,19.2,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DSR,2,42.31508,-72.64114,,16,7.56,18,10.23,72,0,30,219,17.9,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DFR,2,42.31512,-72.64118,,18.5,7.58,18.1,10.27,29,0,9.3,219.2,18.8,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DM,2,42.3152,-72.64104,,15.8,7.6,18.1,10.21,90,0.157,10.9,219.3,20,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DSP,2,42.31534,-72.64109,,7.1,7.62,18,10.28,625,0.271,24.5,219.4,19.2,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DSR,1,42.31498,-72.64114,,17.4,7.54,17.5,9.9,53,0,17.7,219.6,17.7,
9/30/2019,2019,Fall,Downstream,waterQ_FA19DR01,water,sky: mostly sunny,,,DSP,3,42.31527,-72.64105,,14.5,7.6,18,10.24,116,0.201,7.5,219.7,19.2,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,USU,2,42.32043,-72.65349,,23,8.17,16.6,10.81,180,0.224,6.2,207.4,20.7,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,USU,1,42.32047,-72.65355,,21,8.17,16.6,10.79,92,0.16,12,208.6,20.5,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,USH,3,42.32049,-72.65371,,38,8.18,16.6,10.81,42,0,5.7,209,20,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,USU,3,42.3206,-72.65356,,25,8.14,16.6,10.81,103,0.152,8.8,209.5,20.9,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,USH,1,42.32045,-72.65367,,34.5,8.17,16.6,10.75,34,0.127,8.8,210.7,20.6,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,UM,1,42.31924,-72.65484,,21,8.02,16.54,10.83,866,0,8.2,211,23.3,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,USR,2,42.31916,-72.65483,,14.5,7.96,16.6,11.01,257,0,25.1,211.1,20.3,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DSP,1,42.31536,-72.64101,,15,7.63,17.9,10,194,0.06,15.4,211.8,20.9,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,UM,3,42.31932,-72.65476,,16,8.14,16.5,10.97,667,0.218,7.2,214.5,23,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DSP,2,42.31536,-72.64105,,18,7.61,17.8,10.1,163,0.312,9.5,214.8,20.9,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DSH,3,42.31533,-72.64108,,21,7.6,17.8,10.31,38,0.267,9.2,215.2,20.6,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,USR,1,42.31914,-72.65479,,14.75,7.81,16.7,10.71,347,0,8.1,215.3,19.8,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DSH,2,42.31527,-72.64104,,16,7.6,17.8,10.32,48,0.281,10.8,215.3,20.7,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DFR,2,42.31505,-72.64103,,17,7.56,18,10.09,106,0,8.9,215.6,20.8,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,USH,2,42.32051,-72.65368,,46,8.14,16.6,10.78,24,0.33,9,215.7,20.2,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,UFR,2,42.31936,-72.65462,,21.5,8.03,16.3,10.78,50,0,10.9,215.7,20.6,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DSH,1,42.31524,-72.6411,,15,7.61,17.8,10.25,61,0.335,8.8,215.8,20.9,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,USR,3,42.31921,-72.65477,,18.5,7.88,16.5,10.83,138,0,10.3,216,20.4,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DSP,3,42.31521,-72.64106,,16.5,7.63,17.8,10.23,136,0.208,8.4,216.1,21,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,UFR,3,42.31924,-72.65457,,37,8.03,16.3,10.83,46,0,9.2,216.1,20.2,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DFR,1,42.31507,-72.64106,,15,7.55,18,10.08,114,0,9.3,216.2,21.1,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,UM,2,42.31931,-72.65482,,10.5,8.09,16.4,10.83,1029,0.543,9.5,216.2,22.5,
10/1/2019,2019,Fall,Upstream,waterQ_FA19UR02,water,sky: cloudy (some sun),,,UFR,1,42.31926,-72.65465,,26.5,7.99,16.3,10.84,66,0,10.6,216.2,21.4,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DM,3,42.31508,-72.64105,,20.5,7.61,17.9,10.18,150,0.114,9.2,216.3,20.7,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DM,1,42.31513,-72.64101,,23.5,7.61,18.1,9.99,157,0,11.2,216.6,20.7,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DSR,3,42.31495,-72.64104,,19,7.49,18.1,10.14,84,0,8.1,216.8,20.6,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DSR,2,42.31492,-72.64108,,23,7.54,18.1,10.15,95,0,11.3,216.9,20.3,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DM,2,42.31512,-72.64107,,21,7.61,18.1,10.12,167,0,9.1,217.3,20.8,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DFR,3,42.31511,-72.64106,,15,7.56,18,10.1,100,0,8.4,217.6,20.6,
10/1/2019,2019,Fall,Downstream,waterQ_FA19DR02,water,sky: cloudy,,,DSR,1,42.31494,-72.64106,,20,7.56,18.1,9.97,94,0,12.8,218.4,20.1,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,USU,3,,,,,,,,,,11.2,215.6,,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,USU,1,,,,,7.95,,,,,10.9,216.8,,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,UM,2,,,,,,,,,,9,217.3,,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,USR,4,,,,,,,,,,5,217.4,,extra sample
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,USR,2,,,,,,,,,,15.8,217.6,,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,UFR,1,,,,,7.98,,,,,7.4,217.7,,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,UM,3,,,,,,,,,,7.8,218,,
10/3/2019,2019,Fall,Upstream,03URFA19,macros,cloudy,13:55,14:30,USH,3,,,,,,,,,,9.7,218.1,,
