"acceptedTaxonID","division","class","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","taxonRank"
"NEONDREX195001","Chrysophyta","Bacillariophyceae","Pennales","Cavinulaceae","Cavinula","cocconeiformis",NA,"Cavinula cocconeiformis (Gregory ex Greville) Mann et Stickle","species"
"NEONDREX44073","Chrysophyta","Bacillariophyceae","Centrales","Melosiraceae","Melosira","varians",NA,"Melosira varians Agardh","species"
"NEONDREX197001","Chrysophyta","Bacillariophyceae","Pennales","Diadesmidaceae","Diadesmis","confervacea",NA,"Diadesmis confervacea Kützing","species"
"NEONDREX175001","Chrysophyta","Bacillariophyceae","Pennales","Fragilariaceae","Staurosirella","leptostauron",NA,"Staurosirella leptostauron (Ehrenberg) Williams et Round","species"
"NEONDREX2508010","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Platessa","stewartii",NA,"Platessa stewartii (Patrick) Potapova","species"
"NEONDREX995036","Euglenophyta","Euglenophyceae","Euglenales","Euglenaceae","Trachelomonas","granulosa",NA,"Trachelomonas granulosa Playfair","species"
"NEONDREX55002","Chrysophyta","Bacillariophyceae","Pennales","Gomphonemataceae","Reimeria","sinuata",NA,"Reimeria sinuata (Gregory) Kociolek et Stoermer","species"
"NEONDREX1024","Chrysophyta","Bacillariophyceae","Pennales","Achnanthidiaceae","Achnanthidium","exiguum",NA,"Achnanthidium exiguum (Grunow) Czarnecki","species"
"NEONDREX33245","Chrysophyta","Bacillariophyceae","Pennales","Eunotiaceae","Eunotia","subarcuatoides",NA,"Eunotia subarcuatoides Alles, Nörpel et Lange-Bertalot","species"
"NEONDREX103107","Chrysophyta","Bacillariophyceae","Pennales","Pinnulariaceae","Pinnularia","sp.",NA,"Pinnularia sp.","genus"
"NEONDREX35059","Chrysophyta","Bacillariophyceae","Pennales","Amphipleuraceae","Frustulia","inculta",NA,"Frustulia inculta Siver, Pelczar et Hamilton","species"
"NEONDREX850006","Cyanophyta","Myxophyceae","Oscillatoriales","Pseudanabaenaceae","Heteroleibleinia","sp.",NA,"Heteroleibleinia sp.","genus"
"NEONDREX316027","Chlorophyta","Chlorophyceae","Desmidiales","Closteriaceae","Closterium","striolatum",NA,"Closterium striolatum Ehrenberg","species"
"NEONDREX46066","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Navicula","schmassmannii",NA,"Navicula schmassmannii Hustedt","species"
"NEONDREX58001","Chrysophyta","Bacillariophyceae","Pennales","Rhopalodiaceae","Rhopalodia","gibba",NA,"Rhopalodia gibba (Ehrenberg) Müller","species"
"NEONDREX34212","Chrysophyta","Bacillariophyceae","Pennales","Fragilariaceae","Fragilaria","sepes",NA,"Fragilaria sepes Ehrenberg","species"
"NEONDREX33428","Chrysophyta","Bacillariophyceae","Pennales","Eunotiaceae","Eunotia","pienitzii",NA,"Eunotia pienitzii Lange-Bertalot","species"
"NEONDREX212005","Chrysophyta","Bacillariophyceae","Pennales",NA,"Chamaepinnularia","mediocris",NA,"Chamaepinnularia mediocris (Krasske) Lange-Bertalot","species"
"NEONDREX30003","Chrysophyta","Bacillariophyceae","Pennales","Diploneidaceae","Diploneis","marginestriata",NA,"Diploneis marginestriata Hustedt","species"
"NEONDREX1059","Chrysophyta","Bacillariophyceae","Pennales","Achnanthidiaceae","Achnanthidium","kriegeri",NA,"Achnanthidium kriegeri (Krasske) Hamilton, Antoniades et Siver","species"
"NEONDREX37002","Chrysophyta","Bacillariophyceae","Pennales","Gomphonemataceae","Gomphonema","affine",NA,"Gomphonema affine Kützing","species"
"NEONDREX37338","Chrysophyta","Bacillariophyceae","Pennales","Gomphonemataceae","Gomphonema","cymbelliclinum",NA,"Gomphonema cymbelliclinum Reichardt et Lange-Bertalot","species"
"NEONDREX170133","Chrysophyta","Bacillariophyceae","Pennales","Sellaphoraceae","Sellaphora","atomoides",NA,"Sellaphora atomoides (Grunow) Wetzel et Van de Vijver","species"
"NEONDREX33083","Chrysophyta","Bacillariophyceae","Pennales","Eunotiaceae","Eunotia","paludosa",NA,"Eunotia paludosa Grunow","species"
"NEONDREX1711","Chrysophyta","Bacillariophyceae","Pennales","Cymbellaceae","Placoneis","hambergii",NA,"Placoneis hambergii (Hustedt) Bruder","species"
"NEONDREX186002","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Psammothidium","grischunum","f. daonensis","Psammothidium grischunum f. daonensis (Lange-Bertalot) Bukhtiyarova and Round","form"
"NEONDREX46646","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Navicula","caterva",NA,"Navicula caterva Hohn et Hellerman","species"
"NEONDREX33212","Chrysophyta","Bacillariophyceae","Pennales","Eunotiaceae","Eunotia","paludosa","var. trinacria","Eunotia paludosa var. trinacria (Krasske) Nörpel et Alles","variety"
"NEONDREX48197","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","brevissima",NA,"Nitzschia brevissima Grunow ex Van Heurck","species"
"CHROOCOCCALESSP","Cyanophyta","Myxophyceae","Chroococcales",NA,NA,"sp.",NA,"Chroococcales sp.","order"
"NEONDREX16004","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Cocconeis","placentula",NA,"Cocconeis placentula Ehrenberg","species"
"NEONDREX47066","Chrysophyta","Bacillariophyceae","Pennales","Neidiaceae","Neidium","ampliatum",NA,"Neidium ampliatum (Ehrenberg) Krammer","species"
"NEONDREX52025","Chrysophyta","Bacillariophyceae","Pennales","Pinnulariaceae","Pinnularia","divergens",NA,"Pinnularia divergens Smith","species"
"NEONDREX170134","Chrysophyta","Bacillariophyceae","Pennales","Sellaphoraceae","Sellaphora","saugerresii",NA,"Sellaphora saugerresii (Desmazieres) Wetzel et Mann","species"
"NEONDREX65020","Chrysophyta","Bacillariophyceae","Pennales","Surirellaceae","Surirella","tenera",NA,"Surirella tenera Gregory","species"
"NEONDREX52194","Chrysophyta","Bacillariophyceae","Pennales","Pinnulariaceae","Pinnularia","interrupta",NA,"Pinnularia interrupta Smith","species"
"NEONDREX256003","Chlorophyta","Chlorophyceae","Desmidiales","Desmidiaceae","Actinotaenium","cruciferum",NA,"Actinotaenium cruciferum (deBary) Teiling","species"
"NEONDREX18015","Chrysophyta","Bacillariophyceae","Pennales","Brachysiraceae","Brachysira","zellensis",NA,"Brachysira zellensis (Grunow) Round et Mann","species"
"NEONDREX316000","Chlorophyta","Chlorophyceae","Desmidiales","Closteriaceae","Closterium","moniliferum",NA,"Closterium moniliferum (Bory) Ehrenberg","species"
"NEONDREX47011","Chrysophyta","Bacillariophyceae","Pennales","Neidiaceae","Neidium","dubium",NA,"Neidium dubium (Ehrenberg) Cleve","species"
"NEONDREX37398","Chrysophyta","Bacillariophyceae","Pennales","Gomphonemataceae","Gomphonema","coronatum",NA,"Gomphonema coronatum Ehrenberg","species"
"NEONDREX30001","Chrysophyta","Bacillariophyceae","Pennales","Diploneidaceae","Diploneis","elliptica",NA,"Diploneis elliptica (Kützing) Cleve","species"
"NEONDREX819001","Cyanophyta","Myxophyceae","Chroococcales","Chamaesiphonaceae","Chamaesiphon","incrustans",NA,"Chamaesiphon incrustans Grunow","species"
"NEONDREX211003","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Mayamaea","atomus",NA,"Mayamaea atomus (Kützing) Lange-Bertalot","species"
"NEONDREX9098005","Chrysophyta","Bacillariophyceae","Pennales","Catenulaceae","Halamphora","montana",NA,"Halamphora montana (Krasske) Levkov","species"
"NEONDREX37055","Chrysophyta","Bacillariophyceae","Pennales","Gomphonemataceae","Gomphonema","productum",NA,"Gomphonema productum (Grunow) Lange-Bertalot et Reichardt","species"
"NEONDREX195008","Chrysophyta","Bacillariophyceae","Pennales","Cavinulaceae","Cavinula","lapidosa",NA,"Cavinula lapidosa (Krasske) Lange-Bertalot","species"
"NEONDREX186001","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Psammothidium","bioretii",NA,"Psammothidium bioretii (Germain) Bukhtiyarova et Round","species"
"NEONDREX39001","Chrysophyta","Bacillariophyceae","Pennales","Fragilariaceae","Hannaea","arcus",NA,"Hannaea arcus (Ehrenberg) Patrick","species"
"NEONDREX204002","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Adlafia","minuscula",NA,"Adlafia minuscula (Grunow) Lange-Bertalot","species"
"NEONDREX2508001","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Platessa","conspicua",NA,"Platessa conspicua (Mayer) Lange-Bertalot","species"
"NEONDREX65002","Chrysophyta","Bacillariophyceae","Pennales","Surirellaceae","Surirella","angusta",NA,"Surirella angusta Kützing","species"
"NEONDREX48228","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","palea","var. debilis","Nitzschia palea var. debilis (Kützing) Grunow","variety"
"NEONDREX819003","Cyanophyta","Myxophyceae","Chroococcales","Chamaesiphonaceae","Chamaesiphon","sp.",NA,"Chamaesiphon sp.","genus"
"NEONDREX33021","Chrysophyta","Bacillariophyceae","Pennales","Eunotiaceae","Eunotia","formica",NA,"Eunotia formica Ehrenberg","species"
"NEONDREX34210","Chrysophyta","Bacillariophyceae","Pennales","Fragilariaceae","Fragilaria","radians",NA,"Fragilaria radians (Kützing) Williams et Round","species"
"NEONDREX543002","Chlorophyta","Chlorophyceae","Chaetophorales","Chaetophoraceae","Stigeoclonium","sp.",NA,"Stigeoclonium sp.","genus"
"NEONDREX204001","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Adlafia","bryophila",NA,"Adlafia bryophila (Petersen) Moser, Lange-Bertalot et Metzeltin","species"
"NEONDREX172001","Chrysophyta","Bacillariophyceae","Pennales","Fragilariaceae","Staurosira","construens",NA,"Staurosira construens Ehrenberg","species"
"NEONDREX37003","Chrysophyta","Bacillariophyceae","Pennales","Gomphonemataceae","Gomphonema","angustatum",NA,"Gomphonema angustatum (Kützing) Rabenhorst","species"
"NEONDREX125002","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Karayevia","laterostrata",NA,"Karayevia laterostrata (Hustedt) Bukhtiyarova","species"
"NEONDREX10028","Chrysophyta","Bacillariophyceae","Centrales","Aulacoseiraceae","Aulacoseira","alpigena",NA,"Aulacoseira alpigena (Grunow) Krammer","species"
"NEONDREX219001","Chrysophyta","Bacillariophyceae","Pennales",NA,"Decussata","placenta",NA,"Decussata placenta (Ehrenberg) Lange-Bertalot","species"
"NEONDREX893000","Cyanophyta","Myxophyceae","Chroococcales","Hyellaceae","Pleurocapsa","sp.",NA,"Pleurocapsa sp.","genus"
"NEONDREX33272","Chrysophyta","Bacillariophyceae","Pennales","Eunotiaceae","Eunotia","tetraodon",NA,"Eunotia tetraodon Ehrenberg","species"
"NEONDREX510001","Chlorophyta","Chlorophyceae","Chlorococcales","Scenedesmaceae","Scenedesmus","quadricauda",NA,"Scenedesmus quadricauda (Turpin) Brébisson","species"
"NEONDREX32004","Chrysophyta","Bacillariophyceae","Pennales","Rhopalodiaceae","Epithemia","turgida",NA,"Epithemia turgida (Ehrenberg) Kützing","species"
"NEONDREX10019","Chrysophyta","Bacillariophyceae","Centrales","Aulacoseiraceae","Aulacoseira","italica",NA,"Aulacoseira italica (Ehrenberg) Simonsen","species"
"NEONDREX316008","Chlorophyta","Chlorophyceae","Desmidiales","Closteriaceae","Closterium","sp.",NA,"Closterium sp.","genus"
"NEONDREX65013","Chrysophyta","Bacillariophyceae","Pennales","Surirellaceae","Surirella","gracilis",NA,"Surirella gracilis (Smith) Grunow","species"
"NEONDREX48015","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","gracilis",NA,"Nitzschia gracilis Hantzsch","species"
"NEONDREX125001","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Karayevia","clevei",NA,"Karayevia clevei (Grunow) Bukhtiyarova","species"
"NEONDREX261000","Chlorophyta","Chlorophyceae","Chlorellales","Chlorellaceae","Ankistrodesmus","falcatus",NA,"Ankistrodesmus falcatus (Corda) Ralfs","species"
"NEONDREX34208","Chrysophyta","Bacillariophyceae","Pennales","Fragilariaceae","Fragilaria","capucina","var. fragilarioides","Fragilaria capucina var. fragilarioides (Grunow) Ludwig et Flores","variety"
"NEONDREX155047","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Planothidium","abbreviatum",NA,"Planothidium abbreviatum (Reimer) Potapova","species"
"NEONDREX52159","Chrysophyta","Bacillariophyceae","Pennales","Pinnulariaceae","Pinnularia","gibba",NA,"Pinnularia gibba (Ehrenberg) Ehrenberg","species"
"NEONDREX62040","Chrysophyta","Bacillariophyceae","Pennales","Stauroneidaceae","Stauroneis","thermicola",NA,"Stauroneis thermicola (Petersen) Lund","species"
"NEONDREX62017","Chrysophyta","Bacillariophyceae","Pennales","Stauroneidaceae","Stauroneis","producta",NA,"Stauroneis producta Grunow","species"
"NEONDREX155018","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Planothidium","rostratum",NA,"Planothidium rostratum (Østrup) Lange-Bertalot","species"
"NEONDREX1057","Chrysophyta","Bacillariophyceae","Pennales","Achnanthidiaceae","Achnanthidium","jackii",NA,"Achnanthidium jackii Rabenhorst","species"
"NEONDREX389004","Chlorophyta","Chlorophyceae","Tetrasporales","Gloaecystaceae","Gloeocystis","sp.",NA,"Gloeocystis sp.","genus"
"NEONDREX48124","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","subacicularis",NA,"Nitzschia subacicularis Hustedt","species"
"NEONDREX46017","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Navicula","difficillima",NA,"Navicula difficillima Hustedt","species"
"NEONDREX175037","Chrysophyta","Bacillariophyceae","Pennales","Fragilariaceae","Staurosirella","sp.",NA,"Staurosirella sp.","genus"
"NEONDREX55004","Chrysophyta","Bacillariophyceae","Pennales","Gomphonemataceae","Reimeria","uniseriata",NA,"Reimeria uniseriata Sala, Guerrero et Ferrario","species"
"NEONDREX40002","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Hantzschia","amphioxys",NA,"Hantzschia amphioxys (Ehrenberg) Grunow","species"
"NEONDREX62016","Chrysophyta","Bacillariophyceae","Pennales","Stauroneidaceae","Stauroneis","phoenicenteron","f. gracilis","Stauroneis phoenicenteron f. gracilis (Dippel) Hustedt","form"
"NEONDREX192002","Chrysophyta","Bacillariophyceae","Pennales","Diatomaceae","Fragilariforma","constricta",NA,"Fragilariforma constricta (Ehrenberg) Williams et Round","species"
"NEONDREX155019","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Planothidium","apiculatum",NA,"Planothidium apiculatum (Patrick) Lange-Bertalot","species"
"NEONDREX48417","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","archibaldii",NA,"Nitzschia archibaldii Lange-Bertalot","species"
"NEONDREX212001","Chrysophyta","Bacillariophyceae","Pennales",NA,"Chamaepinnularia","begeri",NA,"Chamaepinnularia begeri (Krasske) Lange-Bertalot","species"
"NEONDREX33056","Chrysophyta","Bacillariophyceae","Pennales","Eunotiaceae","Eunotia","soleirolii",NA,"Eunotia soleirolii (Kützing) Rabenhorst","species"
"NEONDREX48034","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","subtilis",NA,"Nitzschia subtilis (Kützing) Grunow","species"
"NEONDREX103173","Chrysophyta","Bacillariophyceae","Pennales","Pinnulariaceae","Pinnularia","anglica",NA,"Pinnularia anglica Krammer","species"
"NEONDREX33045","Chrysophyta","Bacillariophyceae","Pennales","Eunotiaceae","Eunotia","praerupta",NA,"Eunotia praerupta Ehrenberg","species"
"NEONDREX48002","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","acicularis",NA,"Nitzschia acicularis (Kützing) Smith","species"
"NEONDREX186005","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Psammothidium","marginulatum",NA,"Psammothidium marginulatum (Grunow) Bukhtiyarova et Round","species"
"NEONDREX48165","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","paleacea",NA,"Nitzschia paleacea Grunow","species"
"NEONDREX48177","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","sigmoidea",NA,"Nitzschia sigmoidea (Nitzsch) Smith","species"
"NEONDREX1457003","Pyrrhophyta","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","inconspicuum",NA,"Peridinium inconspicuum Lemmermann","species"
"NEONDREX32003","Chrysophyta","Bacillariophyceae","Pennales","Rhopalodiaceae","Epithemia","adnata",NA,"Epithemia adnata (Kützing) Brébisson","species"
"NEONDREX130006","Chrysophyta","Bacillariophyceae","Pennales","Diadesmidaceae","Luticola","goeppertiana",NA,"Luticola goeppertiana (Bleisch) Mann","species"
"NEONDREX204004","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Adlafia","suchlandtii",NA,"Adlafia suchlandtii (Hustedt) Moser, Lange-Bertalot et Metzeltin","species"
"NEONDREX58008","Chrysophyta","Bacillariophyceae","Pennales","Rhopalodiaceae","Rhopalodia","acuminata",NA,"Rhopalodia acuminata Krammer","species"
"NEONDREX33103","Chrysophyta","Bacillariophyceae","Pennales","Eunotiaceae","Eunotia","pirla",NA,"Eunotia pirla Carter et Flower","species"
"NEONDREX897003","Cyanophyta","Myxophyceae","Oscillatoriales","Pseudanabaenaceae","Pseudanabaena","sp.",NA,"Pseudanabaena sp.","genus"
"NEONDREX538005","Chlorophyta","Chlorophyceae","Desmidiales","Desmidiaceae","Staurastrum","punctulatum",NA,"Staurastrum punctulatum Brébisson","species"
"NEONDREX48137","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","clausii",NA,"Nitzschia clausii Hantzsch","species"
"NEONDREX995009","Euglenophyta","Euglenophyceae","Euglenales","Euglenaceae","Trachelomonas","volvocina",NA,"Trachelomonas volvocina Ehrenberg","species"
"NEONDREX62163","Chrysophyta","Bacillariophyceae","Pennales","Stauroneidaceae","Stauroneis","gracilis",NA,"Stauroneis gracilis Ehrenberg","species"
"NEONDREX847009","Cyanophyta","Myxophyceae","Oscillatoriales","Pseudanabaenaceae","Geitlerinema","sp.",NA,"Geitlerinema sp.","genus"
"NEONDREX455000","Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniaceae","Oedogonium","sp.",NA,"Oedogonium sp.","genus"
"NEONDREX170107","Chrysophyta","Bacillariophyceae","Pennales","Sellaphoraceae","Sellaphora","sp.",NA,"Sellaphora sp.","genus"
"NEONDREX932002","Cyanophyta","Myxophyceae","Oscillatoriales","Borziaceae","Komvophoron","sp.",NA,"Komvophoron sp.","genus"
"NEONDREX47113","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Cymbopleura","apiculata",NA,"Cymbopleura apiculata Krammer","species"
"NEONDREX34104","Chrysophyta","Bacillariophyceae","Pennales","Fragilariaceae","Fragilaria","famelica",NA,"Fragilaria famelica (Kützing) Lange-Bertalot","species"
"NEONDREX44359","Chrysophyta","Bacillariophyceae","Pennales","Pinnulariaceae","Pinnularia","grunowii",NA,"Pinnularia grunowii Krammer","species"
"NEONDREX110045","Chrysophyta","Bacillariophyceae","Pennales","Cymbellaceae","Encyonema","neogracile",NA,"Encyonema neogracile Krammer","species"
"NEONDREX888024","Cyanophyta","Myxophyceae","Oscillatoriales","Schizotrichaceae","Schizothrix","sp.",NA,"Schizothrix sp.","genus"
"NEONDREX46023","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Navicula","gregaria",NA,"Navicula gregaria Donkin","species"
"NEONDREX23265","Chrysophyta","Bacillariophyceae","Pennales","Cymbellaceae","Cymbella","parva",NA,"Cymbella parva (Smith) Kirchner","species"
"NEONDREX847001","Cyanophyta","Myxophyceae","Oscillatoriales","Pseudanabaenaceae","Geitlerinema","splendidum",NA,"Geitlerinema splendidum (Greville) Anagnostidis","species"
"NEONDREX888010","Cyanophyta","Myxophyceae","Oscillatoriales","Oscillatoriaceae","Oscillatoria","sp.",NA,"Oscillatoria sp.","genus"
"CYANOPHYTASP","Cyanophyta",NA,NA,NA,NA,"sp.",NA,"Cyanophyta sp.","division"
"NEONDREX538142","Chlorophyta","Chlorophyceae","Desmidiales","Desmidiaceae","Staurastrum","radians",NA,"Staurastrum radians West & West","species"
"NEONDREX52013","Chrysophyta","Bacillariophyceae","Pennales","Pinnulariaceae","Pinnularia","borealis",NA,"Pinnularia borealis Ehrenberg","species"
"NEONDREX66005","Chrysophyta",NA,NA,"Fragilariaceae","Synedra","famelica",NA,"Synedra famelica Kützing","species"
"NEONDREX46003","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Navicula","arvensis",NA,"Navicula arvensis Hustedt","species"
"NEONDREX52018","Chrysophyta","Bacillariophyceae","Pennales","Pinnulariaceae","Pinnularia","brebissonii",NA,"Pinnularia brebissonii (Kützing) Rabenhorst","species"
"NEONDREX212002","Chrysophyta","Bacillariophyceae","Pennales",NA,"Chamaepinnularia","bremensis",NA,"Chamaepinnularia bremensis (Hustedt) Lange-Bertalot","species"
"NEONDREX37057","Chrysophyta","Bacillariophyceae","Pennales","Gomphonemataceae","Gomphonema","turris",NA,"Gomphonema turris Ehrenberg","species"
"NEONDREX9193018","Chrysophyta",NA,NA,"Diadesmidaceae","Humidophila","contenta",NA,"Humidophila contenta (Grunow) Lowe, Kociolek, Johansen, Van de Vijver, Lange-Bertalot et Kopalová","species"
"NEONDREX212009","Chrysophyta","Bacillariophyceae","Pennales",NA,"Chamaepinnularia","gandrupii",NA,"Chamaepinnularia gandrupii (Petersen) Lange-Bertalot et Krammer","species"
"NEONDREX37094","Chrysophyta","Bacillariophyceae","Pennales","Gomphonemataceae","Gomphonema","hebridense",NA,"Gomphonema hebridense Gregory","species"
"NEONDREX35041","Chrysophyta","Bacillariophyceae","Pennales","Amphipleuraceae","Frustulia","neomundana",NA,"Frustulia neomundana Lange-Bertalot et Rumrich","species"
"NEONDREX37163","Chrysophyta","Bacillariophyceae","Pennales","Gomphonemataceae","Gomphonema","mexicanum",NA,"Gomphonema mexicanum Grunow","species"
"NEONDREX1212000","Chrysophyta","Tribophyceae","Tribonematales","Tribonemataceae","Tribonema","sp.",NA,"Tribonema sp.","genus"
"NEONDREX920001","Cyanophyta","Myxophyceae","Nostocales","Microchaetaceae","Tolypothrix","sp.",NA,"Tolypothrix sp.","genus"
"NEONDREX125008","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Karayevia","ploenensis",NA,"Karayevia ploenensis (Hustedt) Bukhtiyarova","species"
"NEONDREX52071","Chrysophyta","Bacillariophyceae","Pennales","Pinnulariaceae","Pinnularia","viridis",NA,"Pinnularia viridis (Nitzsch) Ehrenberg","species"
"NEONDREX9193039","Chrysophyta",NA,NA,"Diadesmidaceae","Humidophila","perpusilla",NA,"Humidophila perpusilla (Grunow) Lowe, Kociolek, Johansen, Van de Vijver, Lange-Bertalot et Kopalová","species"
"NEONDREX48312","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","supralitorea",NA,"Nitzschia supralitorea Lange-Bertalot","species"
"NEONDREX33060","Chrysophyta","Bacillariophyceae","Pennales","Eunotiaceae","Eunotia","tenella",NA,"Eunotia tenella (Grunow) Hustedt","species"
"NEONDREX48276","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","draveillensis",NA,"Nitzschia draveillensis Coste et Ricard","species"
"NEONDREX52058","Chrysophyta","Bacillariophyceae","Pennales","Pinnulariaceae","Pinnularia","stomatophora",NA,"Pinnularia stomatophora (Grunow) Cleve","species"
"NEONDREX48378","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","solita",NA,"Nitzschia solita Hustedt","species"
"NEONDREX187001","Chrysophyta","Bacillariophyceae","Pennales","Achnanthidiaceae","Eucocconeis","flexella",NA,"Eucocconeis flexella (Kützing) Cleve","species"
"NEONDREX216002","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Microcostatus","krasskei",NA,"Microcostatus krasskei (Hustedt) Johansen et Sray","species"
"NEONDREX195003","Chrysophyta","Bacillariophyceae","Pennales","Cavinulaceae","Cavinula","pseudoscutiformis",NA,"Cavinula pseudoscutiformis (Hustedt) Mann et Stickle","species"
"NEONDREX48145","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","filiformis",NA,"Nitzschia filiformis (Smith) Van Heurck","species"
"NEONDREX46159","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Navicula","festiva",NA,"Navicula festiva Krasske","species"
"NEONDREX92015","Chrysophyta","Bacillariophyceae","Pennales",NA,"Nupela","impexiformis",NA,"Nupela impexiformis (Lange-Bertalot) Lange-Bertalot","species"
"NEONDREX194022","Chrysophyta","Bacillariophyceae","Pennales","Cymbellaceae","Placoneis","symmetrica",NA,"Placoneis symmetrica (Hustedt) Lange-Bertalot","species"
"NEONDREX12010","Chrysophyta","Bacillariophyceae","Pennales","Pinnulariaceae","Caloneis","silicula",NA,"Caloneis silicula (Ehrenberg) Cleve","species"
"NEONDREX2125","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Achnanthes","decipiens",NA,"Achnanthes decipiens Reimer","species"
"NEONDREX189006","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Rossithidium","nodosum",NA,"Rossithidium nodosum (A. Cleve) Aboal","species"
"NEONDREX170001","Chrysophyta","Bacillariophyceae","Pennales","Sellaphoraceae","Sellaphora","laevissima",NA,"Sellaphora laevissima (Kützing) Mann","species"
"NEONDREX1013","Chrysophyta","Bacillariophyceae","Pennales","Achnanthidiaceae","Achnanthidium","macrocephalum",NA,"Achnanthidium macrocephalum (Hustedt) Round et Bukhtiyarova","species"
"NEONDREX47286","Chrysophyta",NA,NA,"Cymbellaceae","Delicata","delicatula",NA,"Delicata delicatula (Kützing) Krammer","species"
"NEONDREX316010","Chlorophyta","Chlorophyceae","Desmidiales","Closteriaceae","Closterium","gracile",NA,"Closterium gracile Brébisson","species"
"NEONDREX67007","Chrysophyta","Bacillariophyceae","Pennales","Tabellariaceae","Tabellaria","flocculosa","var. linearis","Tabellaria flocculosa var. linearis Koppen","variety"
"NEONDREX46660","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Navicula","wildii",NA,"Navicula wildii Lange-Bertalot","species"
"NEONDREX53012","Chrysophyta","Bacillariophyceae","Pennales","Surirellaceae","Surirella","sp.",NA,"Surirella sp.","genus"
"NEONDREX48349","Chrysophyta","Bacillariophyceae","Pennales","Bacillariaceae","Nitzschia","tubicola",NA,"Nitzschia tubicola Grunow","species"
"NEONDREX875004","Cyanophyta","Myxophyceae","Chroococcales","Merismopediaceae","Merismopedia","sp.",NA,"Merismopedia sp.","genus"
"NEONDREX37278","Chrysophyta","Bacillariophyceae","Pennales","Gomphonemataceae","Gomphonema","lagenula",NA,"Gomphonema lagenula Kützing","species"
"NEONDREX155010","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Planothidium","robustum",NA,"Planothidium robustum (Hustedt) Lange-Bertalot","species"
"NAVAGR","Chrysophyta","Bacillariophyceae","Pennales","Naviculaceae","Navicula","agrestis",NA,"Navicula agrestis Hustedt","species"
"NEONDREX186009","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Psammothidium","ventralis",NA,"Psammothidium ventralis (Krasske) Bukhtiyarova et Round","species"
"NEONDREX125011","Chrysophyta","Bacillariophyceae","Pennales","Achnanthaceae","Karayevia","oblongella",NA,"Karayevia oblongella (Østrup) Aboal","species"
"NEONDREX37346","Chrysophyta","Bacillariophyceae","Pennales","Gomphonemataceae","Gomphonema","turgidum",NA,"Gomphonema turgidum Ehrenberg","species"
